,제품명(한글),수입일자,제조국,수출국
5284,콜롬비아 커피생두(10kg),2021-01-08,콜롬비아,미국
5285,과테말라 커피생두 (60kg),2021-01-08,과테말라,미국
5286,에티오피아 커피생두(10kg),2021-01-08,에티오피아,미국
5287,냉동대파,2021-01-08,중국,중국
5288,냉동 패션후르츠,2021-01-08,베트남,베트남
5289,냉동당근,2021-01-08,중국,중국
5290,계피,2021-01-08,베트남,베트남
5291,냉동피망,2021-01-08,중국,중국
5292,냉동마늘,2021-01-08,중국,중국
5293,깐호박씨(1kgx10봉),2021-01-08,중국,중국
5294,캐슈넛,2021-01-08,베트남,베트남
5295,건고추,2021-01-08,중국,중국
5296,건조무화과(2kgx6봉),2021-01-08,터키,터키
5297,호두,2021-01-08,미국,미국
5298,냉동사토르,2021-01-08,인도네시아,인도네시아
5299,커민씨드,2021-01-08,파키스탄,파키스탄
5300,냉동양파,2021-01-08,중국,중국
5301,냉동 양파,2021-01-08,중국,중국
5302,커리 리브,2021-01-08,스리랑카,스리랑카
5303,램프(판다누스),2021-01-08,스리랑카,스리랑카
5304,냉동 당근,2021-01-08,중국,중국
5305,냉동홍고추,2021-01-08,중국,중국
5306,냉동홍고추,2021-01-08,중국,중국
5307,감초,2021-01-08,중국,중국
5308,"숙지황(뿌리,건조)",2021-01-08,중국,중국
5309,건고추,2021-01-08,중국,중국
5310,냉동고추,2021-01-08,중국,중국
5311,냉동홍고추,2021-01-08,중국,중국
5312,냉동홍고추,2021-01-08,중국,중국
5313,황기,2021-01-08,중국,중국
5314,길경,2021-01-08,중국,중국
5315,포도,2021-01-08,페루,페루
5316,포도,2021-01-08,페루,페루
5317,포도,2021-01-08,페루,페루
5318,커피원두,2021-01-08,인도,인도
5319,커피원두,2021-01-08,에티오피아,에티오피아
5320,포도,2021-01-08,페루,페루
5321,망고,2021-01-08,페루,페루
5322,목이버섯,2021-01-08,중국,중국
5323,흰옥수수,2021-01-08,미국,미국
5324,커피생두,2021-01-08,온두라스,독일
5325,신선파파야,2021-01-08,필리핀,필리핀
5326,호두,2021-01-08,미국,미국
5327,호두,2021-01-08,미국,미국
5328,커피 생두,2021-01-08,콜롬비아,콜롬비아
5329,커피원두,2021-01-08,탄자니아,독일
5330,커피원두,2021-01-08,과테말라,독일
5331,메밀,2021-01-08,미국,미국
5332,레몬,2021-01-08,미국,미국
5333,기장,2021-01-08,호주,호주
5334,커피 생두,2021-01-08,브라질,브라질
5335,아몬드,2021-01-08,미국,미국
5336,커피 생두,2021-01-08,에티오피아,에티오피아
5337,커피 생두,2021-01-08,브라질,브라질
5338,옥수수,2021-01-08,미국,미국
5339,기장,2021-01-08,미국,미국
5340,베트남커피원두,2021-01-08,베트남,베트남
5341,커피원두,2021-01-08,탄자니아,탄자니아
5342,냉동홍고추,2021-01-08,중국,중국
5343,침향,2021-01-08,인도네시아,인도네시아
