,제품명(한글),수입일자,제조국,수출국
6520,냉동목이버섯,2020-12-31,중국,중국
6521,냉동사토르,2020-12-31,인도네시아,인도네시아
6522,제비집,2020-12-31,베트남,베트남
6523,코리안더,2020-12-31,모로코,모로코
6524,아몬드,2020-12-31,미국,미국
6525,신선 브로콜리,2020-12-31,중국,중국
6526,신선우엉,2020-12-31,중국,중국
6527,커피원두,2020-12-31,인도,인도
6528,바실,2020-12-31,태국,태국
6529,커피생두,2020-12-31,브라질,브라질
6530,커피원두,2020-12-31,베트남,베트남
6531,커피원두,2020-12-31,에티오피아,에티오피아
6532,"파파야(5KG,2020.12.11)",2020-12-31,필리핀,필리핀
6533,고추냉이(5kg),2020-12-31,일본,일본
6534,신선 브로콜리,2020-12-31,중국,중국
6535,길경,2020-12-31,중국,중국
6536,건고사리,2020-12-31,중국,중국
6537,메밀,2020-12-31,미국,미국
6538,냉동고추,2020-12-31,중국,중국
6539,냉동능이버섯,2020-12-31,중국,중국
6540,흰강낭콩,2020-12-31,캐나다,캐나다
6541,아몬드,2020-12-31,미국,미국
6542,완두콩,2020-12-31,캐나다,캐나다
6543,아몬드,2020-12-31,미국,미국
6544,아몬드,2020-12-31,미국,미국
6545,아몬드,2020-12-31,미국,미국
6546,작약,2020-12-31,중국,중국
6547,신선양파,2020-12-31,일본,일본
6548,망고,2020-12-31,페루,페루
6549,망고,2020-12-31,페루,페루
6550,"파파야(5KG,2020.12.15)",2020-12-31,필리핀,필리핀
6551,냉장감자,2020-12-31,미국,미국
6552,냉장감자,2020-12-31,미국,미국
6553,냉동고추,2020-12-31,중국,중국
6554,바나나,2020-12-31,베트남,베트남
6555,홍화자,2020-12-31,중국,중국
6556,마늘쫑(8KG),2020-12-31,중국,중국
6557,팥,2020-12-31,캐나다,캐나다
6558,네이비 빈,2020-12-31,미국,미국
6559,들깨,2020-12-31,미얀마,미얀마
6560,냉동홍고추,2020-12-31,중국,중국
6561,냉동고추,2020-12-31,중국,중국
6562,신선양베추,2020-12-31,중국,중국
6563,냉동홍고추,2020-12-31,중국,중국
6564,건능이버섯,2020-12-31,중국,중국
6565,바닐라 빈,2020-12-31,인도네시아,인도네시아
6566,브라질 세라도 커피원두,2020-12-31,브라질,브라질
6567,냉동 와일드 블루베리,2020-12-31,미국,미국
6568,냉동 양송이 슬라이스,2020-12-31,네덜란드,네덜란드
6569,냉동 무청시래기,2020-12-31,중국,중국
6570,냉동 청양고추,2020-12-31,중국,중국
6571,겨자씨,2020-12-31,캐나다,캐나다
6572,도토리,2020-12-31,중국,중국
6573,냉동호박,2020-12-31,중국,중국
6574,호두,2020-12-31,미국,미국
6575,냉동 무,2020-12-31,중국,중국
6576,냉동양파,2020-12-31,중국,중국
6577,냉동 브로콜리,2020-12-31,중국,중국
6578,냉동얼갈이,2020-12-31,중국,중국
6579,냉동블루베리,2020-12-31,미국,미국
6580,호두(11.34KG),2020-12-31,미국,미국
6581,브라질너츠,2020-12-31,페루,페루
6582,아몬드,2020-12-31,미국,미국
6583,아몬드,2020-12-31,미국,미국
6584,호두,2020-12-31,미국,미국
6585,아몬드,2020-12-31,미국,미국
6586,아몬드,2020-12-31,미국,미국
6587,브라질너츠,2020-12-31,페루,페루
6588,냉동양파,2020-12-31,중국,중국
6589,강낭콩,2020-12-31,중국,중국
6590,레몬그라스,2020-12-31,베트남,베트남
6591,야자열매,2020-12-31,베트남,베트남
6592,신선우엉,2020-12-31,중국,중국
6593,호두,2020-12-31,미국,미국
6594,신선우엉,2020-12-31,중국,중국
6595,"포도(열매,신선)",2020-12-31,페루,페루
6596,신선당근,2020-12-31,중국,중국
6597,당근,2020-12-31,중국,중국
6598,바나나,2020-12-31,베트남,베트남
6599,맥아,2020-12-31,중국,중국
6600,블루베리,2020-12-31,칠레,칠레
6601,육두구,2020-12-31,인도네시아,인도네시아
6602,커피원두,2020-12-31,에티오피아,에티오피아
6603,완두콩,2020-12-31,캐나다,캐나다
6604,갈랑갈,2020-12-31,태국,태국
6605,"레몬그라스(줄기,신선)",2020-12-31,태국,태국
6606,블루베리(125G),2020-12-31,칠레,칠레
6607,냉동고추,2020-12-31,중국,중국
6608,베트남 로부스타 커피,2020-12-31,베트남,베트남
6609,블루베리,2020-12-31,칠레,칠레
6610,블루베리 (125g),2020-12-31,칠레,칠레
6611,오렌지,2020-12-31,미국,미국
6612,포도,2020-12-31,페루,페루
6613,포도,2020-12-31,페루,페루
6614,건포도,2020-12-31,미국,미국
6615,방울양배추,2020-12-31,벨기에,벨기에
6616,아스파라거스,2020-12-31,멕시코,미국
6617,리크,2020-12-31,벨기에,벨기에
6618,펜넬,2020-12-31,이탈리아,벨기에
6619,방울다다기 양배추,2020-12-31,벨기에,벨기에
6620,셀러리악,2020-12-31,네덜란드,벨기에
6621,방울다다기 양배추,2020-12-31,벨기에,벨기에
6622,방울다다기 양배추,2020-12-31,벨기에,벨기에
6623,아스파라거스,2020-12-31,태국,태국
6624,아스파라거스,2020-12-31,태국,태국
6625,커피원두,2020-12-31,브라질,브라질
6626,커피 생두,2020-12-31,브라질,브라질
6627,커피원두,2020-12-31,베트남,베트남
6628,바나나,2020-12-31,콜롬비아,콜롬비아
6629,바나나,2020-12-31,콜롬비아,콜롬비아
6630,신선부추,2020-12-31,중국,중국
6631,송로버섯,2020-12-31,이탈리아,이탈리아
6632,냉동홍고추,2020-12-31,중국,중국
6633,황기,2020-12-31,중국,중국
6634,양파,2020-12-31,중국,중국
6635,냉동홍고추,2020-12-31,중국,중국
6636,커피원두,2020-12-31,에티오피아,에티오피아
6637,아몬드,2020-12-31,미국,미국
6638,아몬드,2020-12-31,미국,미국
6639,아몬드,2020-12-31,미국,미국
6640,냉동아스파라거스,2020-12-31,칠레,칠레
6641,건표고버섯갓 PR,2020-12-31,중국,중국
6642,아몬드,2020-12-31,미국,미국
6643,냉동 부추,2020-12-31,중국,중국
6644,호두,2020-12-31,미국,미국
6645,냉동 고사리,2020-12-31,중국,중국
6646,체리,2020-12-31,칠레,칠레
6647,체리,2020-12-31,칠레,칠레
6648,바나나,2020-12-31,필리핀,필리핀
6649,바나나,2020-12-31,필리핀,필리핀
6650,커피생두,2020-12-31,인도네시아,인도네시아
6651,아몬드,2020-12-31,미국,미국
6652,호두,2020-12-31,미국,미국
6653,신선우엉,2020-12-31,중국,중국
6654,옥수수(씨앗),2020-12-31,인도,인도
6655,옥수수,2020-12-31,미국,미국
6656,신선깐양파,2020-12-31,중국,중국
6657,늘푸른대파,2020-12-31,중국,중국
6658,신선우엉,2020-12-31,중국,중국
6659,망고,2020-12-31,페루,페루
6660,커피 생두,2020-12-31,브라질,브라질
6661,커피 생두,2020-12-31,브라질,브라질
6662,커피 생두,2020-12-31,브라질,브라질
6663,커피 생두,2020-12-31,브라질,브라질
6664,커피 생두,2020-12-31,브라질,브라질
6665,신선 우엉,2020-12-31,중국,중국
6666,포도,2020-12-31,페루,페루
6667,커피 생두,2020-12-31,베트남,베트남
6668,냉동홍고추,2020-12-31,중국,중국
6669,"커피원두(씨앗,건조)",2020-12-31,미얀마,미얀마
6670,흰옥수수,2020-12-31,미국,미국
6671,커피원두,2020-12-31,브라질,브라질
6672,커피 생두,2020-12-31,브라질,브라질
6673,바나나,2020-12-31,인도네시아,인도네시아
6674,커피원두,2020-12-31,인도네시아,인도네시아
6675,커피 아라비카,2020-12-31,브라질,브라질
6676,아몬드,2020-12-31,미국,미국
6677,냉동홍고추,2020-12-31,중국,중국
6678,자몽,2020-12-31,미국,미국
6679,콩나물콩,2020-12-31,미국,미국
6680,좁쌀,2020-12-31,중국,중국
6681,땅콩,2020-12-31,중국,중국
6682,브루셀스프라우트(방울다다기 양배추),2020-12-31,벨기에,벨기에
6683,커피원두,2020-12-31,브라질,브라질
6684,양배추,2020-12-31,중국,중국
6685,자몽,2020-12-31,이스라엘,이스라엘
6686,블루베리,2020-12-31,칠레,칠레
6687,체리,2020-12-31,칠레,칠레
6688,커피원두,2020-12-31,브라질,브라질
6689,월계수 잎,2020-12-31,터키,터키
6690,코리안더,2020-12-31,터키,터키
6691,큐민,2020-12-31,터키,터키
6692,메밀,2020-12-31,미국,미국
6693,브라질 너트,2020-12-31,페루,페루
6694,브라질 너트,2020-12-31,페루,페루
6695,신선당근,2020-12-31,중국,중국
6696,맥아,2020-12-31,캐나다,캐나다
6697,건양파,2020-12-31,중국,중국
6698,깐더덕,2020-12-31,중국,중국
6699,더덕,2020-12-31,중국,중국
6700,아스파라거스,2020-12-31,멕시코,미국
6701,아스파라거스,2020-12-31,에콰도르,미국
6702,블루베리/125G,2020-12-31,칠레,칠레
6703,냉동마늘,2020-12-31,중국,중국
6704,냉동홍고추,2020-12-31,중국,중국
6705,냉동홍고추,2020-12-31,중국,중국
6706,냉동홍고추,2020-12-31,중국,중국
6707,냉동홍고추,2020-12-31,중국,중국
6708,토란줄기,2020-12-31,미얀마,미얀마
6709,옥수수,2020-12-31,미국,미국
6710,옥수수,2020-12-31,미국,미국
6711,강낭콩,2020-12-31,미국,미국
6712,아몬드,2020-12-31,미국,미국
6713,아보카도,2020-12-31,멕시코,멕시코
6714,커피 생두,2020-12-31,베트남,베트남
6715,망고,2020-12-31,페루,페루
6716,건고추,2020-12-31,중국,중국
