,제품명(한글),수입일자,제조국,수출국
7238,냉동깐밤,2020-12-28,중국,중국
7239,냉동배추,2020-12-28,중국,중국
7240,냉동배추,2020-12-28,중국,중국
7241,냉동깐밤,2020-12-28,중국,중국
7242,냉동 홍피망,2020-12-28,중국,중국
7243,냉동 청피망 다이스,2020-12-28,중국,중국
7244,로즈마리 홀,2020-12-28,모로코,모로코
7245,브라질 세라도 커피원두,2020-12-28,브라질,브라질
7246,냉동포도,2020-12-28,중국,중국
7247,냉동 애호박,2020-12-28,중국,중국
7248,냉동 양파,2020-12-28,중국,중국
7249,냉동두리안,2020-12-28,태국,태국
7250,연자육,2020-12-28,베트남,베트남
7251,팥,2020-12-28,중국,중국
7252,건표고버섯줄기,2020-12-28,중국,중국
7253,건백목이버섯,2020-12-28,중국,중국
7254,호박꼬지,2020-12-28,중국,중국
7255,호박꼬지,2020-12-28,중국,중국
7256,냉동당근채,2020-12-28,중국,중국
7257,냉동대파,2020-12-28,중국,중국
7258,냉동단호박,2020-12-28,중국,중국
7259,냉동호박,2020-12-28,중국,중국
7260,냉동얼갈이배추,2020-12-28,중국,중국
7261,서양고추냉이뿌리,2020-12-28,중국,중국
7262,냉동마늘,2020-12-28,중국,중국
7263,냉동 마늘편,2020-12-28,중국,중국
7264,냉동양파,2020-12-28,중국,중국
7265,냉동유채,2020-12-28,중국,중국
7266,목이버섯,2020-12-28,중국,중국
7267,포치니 엑스트라,2020-12-28,프랑스,프랑스
7268,냉동 무,2020-12-28,중국,중국
7269,냉동능이버섯,2020-12-28,중국,중국
7270,냉동블루베리,2020-12-28,미국,미국
7271,냉동블루베리,2020-12-28,미국,미국
7272,피칸,2020-12-28,미국,미국
7273,아몬드,2020-12-28,미국,미국
7274,피칸,2020-12-28,미국,미국
7275,냉동표고버섯(1KG),2020-12-28,중국,중국
7276,냉동느타리버섯,2020-12-28,중국,중국
7277,냉동새송이버섯,2020-12-28,중국,중국
7278,아몬드,2020-12-28,미국,미국
7279,호두,2020-12-28,미국,미국
7280,호두,2020-12-28,미국,미국
7281,호두,2020-12-28,미국,미국
7282,호두,2020-12-28,미국,미국
7283,냉동마늘,2020-12-28,중국,중국
7284,네이처샵 레몬머틀 6mm 절단 잎,2020-12-28,호주,호주
7285,냉동 브로콜리,2020-12-28,중국,중국
7286,아몬드,2020-12-28,미국,미국
7287,건조 무화과,2020-12-28,터키,터키
7288,아몬드,2020-12-28,미국,미국
7289,냉동무청시래기,2020-12-28,중국,중국
7290,피스타치오,2020-12-28,미국,미국
7291,냉동브로컬리,2020-12-28,스페인,스페인
7292,냉동 대파,2020-12-28,중국,중국
7293,피칸,2020-12-28,미국,미국
7294,아몬드(22.68KG),2020-12-28,미국,미국
7295,아몬드,2020-12-28,미국,미국
7296,아몬드,2020-12-28,미국,미국
7297,건표고버섯갓 PR,2020-12-28,중국,중국
7298,건파,2020-12-28,중국,중국
7299,건파,2020-12-28,중국,중국
7300,냉동 홍피망,2020-12-28,중국,중국
7301,고추씨,2020-12-28,중국,중국
7302,냉동부추,2020-12-28,중국,중국
7303,적강낭콩,2020-12-28,캐나다,아랍에미리트
7304,냉동 당근,2020-12-28,중국,중국
7305,핑거루트,2020-12-28,태국,태국
7306,타마린드,2020-12-28,태국,태국
7307,오렌지,2020-12-28,미국,미국
7308,레몬,2020-12-28,미국,미국
7309,생피땅콩,2020-12-28,중국,중국
7310,아몬드,2020-12-28,미국,미국
7311,아몬드,2020-12-28,미국,미국
7312,아몬드,2020-12-28,미국,미국
7313,포도 (8.6KG),2020-12-28,미국,미국
7314,망고,2020-12-28,태국,태국
7315,냉동홍고추,2020-12-28,중국,중국
7316,호박씨,2020-12-28,중국,중국
7317,상황버섯,2020-12-28,캄보디아,캄보디아
7318,하이비 아스파라거스 (5KG),2020-12-28,태국,태국
7319,바나나,2020-12-28,베트남,베트남
7320,망고,2020-12-28,베트남,베트남
7321,갈근,2020-12-28,중국,중국
7322,지황,2020-12-28,중국,중국
7323,호밀,2020-12-28,캐나다,캐나다
7324,콩나물,2020-12-28,중국,중국
7325,율무,2020-12-28,중국,중국
7326,커피 원두,2020-12-28,콜롬비아,콜롬비아
7327,바나나,2020-12-28,필리핀,필리핀
7328,신선양파,2020-12-28,중국,중국
7329,커피원두,2020-12-28,브라질,브라질
7330,깐도라지,2020-12-28,중국,중국
7331,깐더덕,2020-12-28,중국,중국
7332,냉동홍고추,2020-12-28,중국,중국
7333,냉동홍고추,2020-12-28,중국,중국
7334,신선마늘쫑,2020-12-28,중국,중국
7335,선선깐양파,2020-12-28,중국,중국
7336,커피원두,2020-12-28,에티오피아,일본
7337,커피원두,2020-12-28,에티오피아,일본
7338,블루베리,2020-12-28,칠레,칠레
7339,옥수수,2020-12-28,미국,미국
7340,오렌지,2020-12-28,미국,미국
7341,강황,2020-12-28,인도,인도
7342,깐우엉,2020-12-28,중국,중국
7343,활개구리,2020-12-28,중국,중국
7344,활북방산개구리,2020-12-28,중국,중국
7345,냉동고추,2020-12-28,중국,중국
7346,냉동고추,2020-12-28,중국,중국
7347,냉동홍고추,2020-12-28,중국,중국
7348,냉동홍고추,2020-12-28,중국,중국
7349,냉동홍고추,2020-12-28,중국,중국
7350,유기농 히비스커스 (20kg),2020-12-28,라오스,라오스
7351,냉동고추,2020-12-28,중국,중국
7352,냉동고추,2020-12-28,중국,중국
7353,신선더덕,2020-12-28,중국,중국
7354,깐더덕,2020-12-28,중국,중국
7355,"천궁(뿌리줄기,건조)",2020-12-28,중국,중국
7356,"삽주(백출)(뿌리줄기,건조)",2020-12-28,중국,중국
7357,"천궁(뿌리줄기,건조)",2020-12-28,중국,중국
7358,건조무,2020-12-28,중국,중국
7359,석창포,2020-12-28,중국,중국
7360,천마,2020-12-28,중국,중국
7361,두리안,2020-12-28,태국,태국
7362,아스파라거스 4KG,2020-12-28,페루,페루
7363,체리,2020-12-28,칠레,칠레
7364,체리,2020-12-28,뉴질랜드,뉴질랜드
7365,아스파라거스,2020-12-28,멕시코,미국
7366,앤다이브,2020-12-28,벨기에,벨기에
7367,"파스닙(뿌리,신선)",2020-12-28,벨기에,벨기에
7368,방울다다기 양배추,2020-12-28,벨기에,벨기에
7369,샬롯,2020-12-28,네덜란드,벨기에
7370,앤다이브(프리셰),2020-12-28,스페인,벨기에
7371,앤다이브(레드),2020-12-28,벨기에,벨기에
7372,방울다다기 양배추,2020-12-28,네덜란드,네덜란드
7373,로케트,2020-12-28,이탈리아,네덜란드
7374,아스파라거스,2020-12-28,태국,태국
7375,망고,2020-12-28,태국,태국
7376,망고,2020-12-28,태국,태국
7377,포도 (8.6KG),2020-12-28,미국,미국
7378,망고,2020-12-28,페루,페루
7379,아보카도,2020-12-28,멕시코,멕시코
7380,라임,2020-12-28,멕시코,멕시코
7381,아보카도,2020-12-28,멕시코,멕시코
7382,라디치오,2020-12-28,미국,미국
7383,망고,2020-12-28,필리핀,필리핀
7384,신선 양파,2020-12-28,중국,중국
7385,핑거루트,2020-12-28,태국,태국
7386,샬롯,2020-12-28,태국,태국
7387,바나나 꽃,2020-12-28,태국,태국
7388,갈랑갈,2020-12-28,태국,태국
7389,방울다다기 양배추,2020-12-28,벨기에,벨기에
7390,양파,2020-12-28,중국,중국
7391,신선마늘쫑,2020-12-28,중국,중국
7392,율무,2020-12-28,중국,중국
7393,건조라임잎,2020-12-28,태국,태국
7394,계피,2020-12-28,중국,중국
7395,맥아,2020-12-28,독일,독일
7396,커피생두,2020-12-28,과테말라,과테말라
7397,아보카도,2020-12-28,칠레,칠레
7398,아보카도,2020-12-28,멕시코,멕시코
7399,체리,2020-12-28,칠레,칠레
7400,석류,2020-12-28,미국,미국
7401,라임,2020-12-28,멕시코,멕시코
7402,체리,2020-12-28,칠레,칠레
7403,체리,2020-12-28,칠레,칠레
7404,체리,2020-12-28,칠레,칠레
7405,체리,2020-12-28,칠레,칠레
7406,체리,2020-12-28,칠레,칠레
7407,커피생두,2020-12-28,케냐,케냐
7408,포도,2020-12-28,페루,페루
7409,석류 (5kg),2020-12-28,미국,미국
7410,해바라기씨,2020-12-28,미국,미국
7411,냉동홍고추,2020-12-28,중국,중국
7412,냉동고추,2020-12-28,중국,중국
7413,냉동홍고추,2020-12-28,중국,중국
7414,정향,2020-12-28,탄자니아,싱가포르
7415,신선깐마늘,2020-12-28,중국,중국
7416,토란줄기,2020-12-28,미얀마,미얀마
7417,호두,2020-12-28,미국,미국
7418,냉동홍고추,2020-12-28,중국,중국
7419,브로콜리,2020-12-28,중국,중국
7420,바나나,2020-12-28,콜롬비아,콜롬비아
7421,커피 생두,2020-12-28,에티오피아,에티오피아
7422,바나나,2020-12-28,필리핀,필리핀
7423,바나나,2020-12-28,콜롬비아,콜롬비아
7424,망고,2020-12-28,페루,페루
7425,핑거루트,2020-12-28,태국,태국
7426,골드파인애플 (12KG),2020-12-28,필리핀,필리핀
7427,"바나나(13KG,2020.12.19)",2020-12-28,필리핀,필리핀
7428,양배추,2020-12-28,중국,중국
7429,커피원두,2020-12-28,콜롬비아,콜롬비아
7430,코코넛,2020-12-28,태국,태국
7431,쿨란트로,2020-12-28,태국,태국
7432,생알땅콩,2020-12-28,중국,중국
7433,오렌지,2020-12-28,미국,미국
7434,브루셀스프라우트(방울다다기 양배추),2020-12-28,벨기에,벨기에
7435,아스파라거스(5KG),2020-12-28,페루,페루
7436,망고,2020-12-28,태국,태국
7437,망고(5kg),2020-12-28,태국,태국
7438,신선송로버섯,2020-12-28,이탈리아,이탈리아
7439,체리,2020-12-28,칠레,칠레
7440,망고,2020-12-28,페루,페루
7441,망고,2020-12-28,호주,호주
7442,망고,2020-12-28,페루,페루
7443,샬롯,2020-12-28,태국,태국
7444,체리,2020-12-28,칠레,칠레
7445,체리,2020-12-28,칠레,칠레
7446,바나나 꽃,2020-12-28,태국,태국
7447,체리,2020-12-28,칠레,칠레
7448,체리,2020-12-28,칠레,칠레
7449,체리,2020-12-28,칠레,칠레
7450,체리,2020-12-28,칠레,칠레
7451,아스파라거스,2020-12-28,태국,태국
7452,로즈마리,2020-12-28,이스라엘,이스라엘
7453,타임,2020-12-28,이스라엘,이스라엘
7454,차이브,2020-12-28,이스라엘,이스라엘
7455,망고,2020-12-28,페루,페루
7456,앤다이브(프리셰),2020-12-28,스페인,벨기에
7457,셀러리악,2020-12-28,네덜란드,벨기에
7458,앤다이브(레드),2020-12-28,네덜란드,벨기에
7459,리크,2020-12-28,벨기에,벨기에
7460,코코넛,2020-12-28,태국,태국
7461,파스닙,2020-12-28,벨기에,벨기에
7462,체리,2020-12-28,칠레,칠레
7463,체리,2020-12-28,칠레,칠레
7464,체리,2020-12-28,칠레,칠레
7465,방울다다기 양배추,2020-12-28,벨기에,벨기에
7466,펜넬,2020-12-28,스페인,벨기에
7467,레드 엔다이브,2020-12-28,네덜란드,벨기에
7468,아티초크,2020-12-28,스페인,벨기에
7469,송로버섯,2020-12-28,이탈리아,이탈리아
7470,방울다다기 양배추,2020-12-28,벨기에,벨기에
7471,신선 갈랑갈,2020-12-28,태국,태국
7472,바나나 꽃,2020-12-28,태국,태국
7473,바나나,2020-12-28,태국,태국
7474,프리제(FRISEE),2020-12-28,스페인,벨기에
7475,망고,2020-12-28,베트남,베트남
7476,프리제(FRISEE),2020-12-28,스페인,벨기에
7477,레드 엔다이브,2020-12-28,네덜란드,벨기에
7478,펜넬,2020-12-28,스페인,벨기에
7479,샬롯,2020-12-28,네덜란드,네덜란드
7480,파스니프,2020-12-28,벨기에,벨기에
7481,리크,2020-12-28,벨기에,벨기에
7482,송로버섯,2020-12-28,이탈리아,이탈리아
7483,브로콜리니,2020-12-28,스페인,벨기에
7484,망고,2020-12-28,페루,페루
7485,방울다다기 양배추,2020-12-28,벨기에,벨기에
7486,갈랑갈,2020-12-28,태국,태국
7487,루꼴라,2020-12-28,이스라엘,이스라엘
7488,로즈마리,2020-12-28,이스라엘,이스라엘
7489,아스파라거스 (5KG),2020-12-28,태국,태국
7490,신선당근,2020-12-28,중국,중국
7491,신선당근,2020-12-28,중국,중국
7492,커피 생두,2020-12-28,브라질,브라질
7493,대파,2020-12-28,중국,중국
7494,흑후추,2020-12-28,베트남,베트남
7495,양상추,2020-12-28,중국,중국
7496,신선당근,2020-12-28,중국,중국
7497,신선당근,2020-12-28,중국,중국
7498,신선당근,2020-12-28,중국,중국
7499,신선당근,2020-12-28,중국,중국
7500,신선당근,2020-12-28,중국,중국
7501,신선당근,2020-12-28,중국,중국
7502,커피 생두,2020-12-28,브라질,브라질
7503,신선당근,2020-12-28,중국,중국
7504,신선당근,2020-12-28,중국,중국
7505,신선당근,2020-12-28,중국,중국
7506,신선양배추,2020-12-28,중국,중국
7507,신선양배추,2020-12-28,중국,중국
7508,신선양배추,2020-12-28,중국,중국
7509,신선당근,2020-12-28,중국,중국
7510,당근,2020-12-28,중국,중국
7511,신선깐양파,2020-12-28,중국,중국
7512,냉동부추,2020-12-28,중국,중국
7513,냉동대파,2020-12-28,중국,중국
7514,판단잎,2020-12-28,베트남,베트남
7515,사탕수수,2020-12-28,베트남,베트남
7516,레몬그라스,2020-12-28,베트남,베트남
7517,커피 생두,2020-12-28,케냐,케냐
7518,신선당근,2020-12-28,중국,중국
7519,"포도(열매,신선)",2020-12-28,페루,페루
7520,신선당근,2020-12-28,중국,중국
7521,신선당근,2020-12-28,중국,중국
7522,신선당근,2020-12-28,중국,중국
7523,신선당근,2020-12-28,중국,중국
7524,신선당근,2020-12-28,중국,중국
7525,신선당근,2020-12-28,중국,중국
7526,신선당근,2020-12-28,중국,중국
7527,포도,2020-12-28,페루,페루
7528,커피 생두,2020-12-28,에티오피아,에티오피아
7529,망고,2020-12-28,태국,태국
7530,커피 생두,2020-12-28,에티오피아,에티오피아
7531,신선당근,2020-12-28,중국,중국
7532,용과,2020-12-28,베트남,베트남
7533,커피 생두,2020-12-28,케냐,케냐
7534,"파인애플(12KG,2020.12.19)",2020-12-28,필리핀,필리핀
7535,"파인애플(12KG,2020.12.16)",2020-12-28,필리핀,필리핀
7536,"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
7537,"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
7538,"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
7539,"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
7540,신선마늘쫑,2020-12-28,중국,중국
7541,신선 표고버섯,2020-12-28,중국,중국
7542,블루베리 125G,2020-12-28,칠레,칠레
7543,해바라기씨,2020-12-28,중국,중국
7544,신선 브로콜리,2020-12-28,중국,중국
7545,마늘쫑(8KG),2020-12-28,중국,중국
7546,깐우엉,2020-12-28,중국,중국
7547,깐도라지,2020-12-28,중국,중국
7548,블루베리 (125G),2020-12-28,칠레,칠레
7549,율무,2020-12-28,중국,중국
7550,양배추,2020-12-28,중국,중국
7551,"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
7552,"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
7553,"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
7554,체리,2020-12-28,칠레,칠레
7555,체리,2020-12-28,칠레,칠레
7556,아스파라거스,2020-12-28,에콰도르,미국
7557,커피생두,2020-12-28,브라질,브라질
7558,커피생두,2020-12-28,우간다,우간다
7559,포도,2020-12-28,미국,미국
7560,커피생두,2020-12-28,브라질,브라질
7561,자몽,2020-12-28,미국,미국
7562,바나나,2020-12-28,필리핀,필리핀
7563,석류,2020-12-28,미국,미국
7564,포도,2020-12-28,미국,미국
7565,메로골드,2020-12-28,미국,미국
7566,파인애플,2020-12-28,필리핀,필리핀
7567,냉동홍고추,2020-12-28,중국,중국
7568,바나나,2020-12-28,필리핀,필리핀
7569,바나나,2020-12-28,필리핀,필리핀
