,제품명(한글),수입일자,제조국,수출국
526,커피원두,2021-02-03,브라질,브라질
527,"망고(열매,신선)",2021-02-03,태국,태국
528,망고,2021-02-03,태국,태국
529,망고,2021-02-03,태국,태국
530,망고,2021-02-03,태국,태국
531,산양삼,2021-02-03,중국,중국
532,신선밤,2021-02-03,중국,중국
533,망고,2021-02-03,태국,태국
534,우엉,2021-02-03,중국,중국
535,망고,2021-02-03,페루,페루
536,망고,2021-02-03,태국,태국
537,귀리,2021-02-03,캐나다,캐나다
538,깐우엉,2021-02-03,중국,중국
539,망고,2021-02-03,태국,태국
540,깐잣,2021-02-03,중국,중국
541,망고,2021-02-03,태국,태국
542,커피원두,2021-02-03,브라질,브라질
543,신선양파,2021-02-03,중국,중국
544,우엉,2021-02-03,중국,중국
545,포도,2021-02-03,페루,페루
546,망고,2021-02-03,페루,페루
547,후추,2021-02-03,베트남,베트남
548,포도,2021-02-03,페루,페루
549,포도,2021-02-03,페루,페루
550,깐우엉,2021-02-03,중국,중국
551,레몬,2021-02-03,미국,미국
552,맥주보리,2021-02-03,호주,호주
553,신선깐마늘,2021-02-03,중국,중국
554,녹두,2021-02-03,중국,중국
555,깐잣,2021-02-03,중국,중국
556,신선대파,2021-02-03,중국,중국
557,대파,2021-02-03,중국,중국
558,깐잣,2021-02-03,중국,중국
559,깐잣,2021-02-03,중국,중국
560,깐잣,2021-02-03,중국,중국
561,양상추,2021-02-03,대만,대만
562,양상추,2021-02-03,대만,대만
563,깐잣,2021-02-03,중국,중국
564,포도,2021-02-03,페루,페루
565,양상추,2021-02-03,중국,중국
566,강낭콩,2021-02-03,중국,중국
567,포도,2021-02-03,페루,페루
568,깐잣,2021-02-03,중국,중국
569,깐잣,2021-02-03,중국,중국
570,완두콩,2021-02-03,미국,미국
571,완두콩,2021-02-03,미국,미국
572,신선우엉,2021-02-03,중국,중국
573,커피생두,2021-02-03,브라질,브라질
574,신선우엉,2021-02-03,중국,중국
575,신선우엉,2021-02-03,중국,중국
576,선선깐양파,2021-02-03,중국,중국
577,신선마늘쫑,2021-02-03,중국,중국
578,브로콜리,2021-02-03,중국,중국
579,신선브로콜리,2021-02-03,중국,중국
580,신선브로콜리,2021-02-03,중국,중국
581,"황기(뿌리,건조)",2021-02-03,중국,중국
582,"바나나(13KG,2021.01.13)",2021-02-03,베트남,베트남
583,커피생두,2021-02-03,과테말라,과테말라
584,레몬,2021-02-03,미국,미국
585,옥수수,2021-02-03,호주,호주
586,레몬,2021-02-03,미국,미국
587,포도,2021-02-03,페루,페루
588,망고,2021-02-03,페루,페루
589,신선당근,2021-02-03,중국,중국
590,신선당근,2021-02-03,중국,중국
591,신선당근,2021-02-03,중국,중국
592,신선당근,2021-02-03,중국,중국
593,신선당근,2021-02-03,중국,중국
594,신선양배추,2021-02-03,중국,중국
595,신선깐양파,2021-02-03,중국,중국
596,망고,2021-02-03,베트남,베트남
597,밤,2021-02-03,중국,중국
598,냉동대파,2021-02-03,중국,중국
599,신선생강,2021-02-03,중국,중국
600,유백피/18KG,2021-02-03,중국,중국
601,신선무우,2021-02-03,중국,중국
602,마늘쫑(8KG),2021-02-03,중국,중국
603,신선 마늘종,2021-02-03,중국,중국
604,마늘쫑,2021-02-03,중국,중국
605,망고,2021-02-03,페루,페루
606,포도,2021-02-03,페루,페루
607,망고,2021-02-03,페루,페루
608,망고,2021-02-03,페루,페루
609,망고,2021-02-03,페루,페루
610,망고,2021-02-03,페루,페루
611,망고,2021-02-03,페루,페루
612,신선양파,2021-02-03,중국,중국
613,마늘쫑,2021-02-03,중국,중국
614,포도,2021-02-03,페루,페루
615,포도,2021-02-03,페루,페루
616,양파,2021-02-03,중국,중국
617,신선양파,2021-02-03,중국,중국
618,신선양파,2021-02-03,중국,중국
619,신선양파,2021-02-03,중국,중국
620,신선양파,2021-02-03,중국,중국
621,바나나,2021-02-03,필리핀,필리핀
622,바나나,2021-02-03,필리핀,필리핀
623,신선밤,2021-02-03,중국,중국
624,"호박씨(씨앗,건조)",2021-02-03,중국,중국
625,해바라기씨,2021-02-03,중국,중국
626,신선우엉,2021-02-03,중국,중국
627,애플망고,2021-02-03,페루,페루
628,포도,2021-02-03,페루,페루
629,아보카도,2021-02-03,멕시코,멕시코
630,망고,2021-02-03,페루,페루
631,신선양파,2021-02-03,중국,중국
632,아스파라거스,2021-02-03,페루,페루
633,샬롯,2021-02-03,태국,태국
634,갈랑갈,2021-02-03,태국,태국
635,망고,2021-02-03,페루,페루
636,바나나꽃,2021-02-03,태국,태국
637,송로버섯,2021-02-03,이탈리아,이탈리아
638,망고,2021-02-03,페루,페루
639,바나나 꽃,2021-02-03,태국,태국
640,신선 갈랑갈,2021-02-03,태국,태국
641,커피생두,2021-02-03,브라질,브라질
642,커피생두,2021-02-03,브라질,브라질
643,커피생두,2021-02-03,과테말라,과테말라
644,커피생두,2021-02-03,콜롬비아,콜롬비아
645,망고,2021-02-03,페루,페루
646,바나나,2021-02-03,인도네시아,인도네시아
647,피칸,2021-02-03,미국,미국
648,냉동대파,2021-02-03,중국,중국
649,냉동부추,2021-02-03,중국,중국
650,망고,2021-02-03,페루,페루
651,포도,2021-02-03,페루,페루
652,포도,2021-02-03,페루,페루
653,망고,2021-02-03,페루,페루
654,대두,2021-02-03,미국,미국
655,커피원두,2021-02-03,베트남,베트남
656,커피생두,2021-02-03,과테말라,과테말라
657,콩나물콩,2021-02-03,미국,미국
658,냉동당근,2021-02-03,중국,중국
659,코라산통밀,2021-02-03,캐나다,캐나다
660,냉동홍고추,2021-02-03,중국,중국
661,망고,2021-02-03,태국,태국
662,참깨,2021-02-03,중국,중국
663,망고,2021-02-03,태국,태국
664,커피원두,2021-02-03,과테말라,과테말라
665,망고,2021-02-03,태국,태국
666,커피생두,2021-02-03,브라질,브라질
667,망고,2021-02-03,태국,태국
668,완두콩,2021-02-03,미국,미국
