,제품명(한글),수입일자,제조국,수출국
4737,건캐슈넛,2021-01-12,베트남,베트남
4738,냉동청양고추,2021-01-12,중국,중국
4739,냉동깔라몬딘 오렌지,2021-01-12,베트남,베트남
4740,신선브로콜리,2021-01-12,중국,중국
4741,밀(씨앗),2021-01-12,호주,호주
4742,아스파라거스 4KG,2021-01-12,페루,페루
4743,아스파라거스,2021-01-12,태국,태국
4744,마늘쫑,2021-01-12,중국,중국
4745,깐도라지,2021-01-12,중국,중국
4746,아스파라거스,2021-01-12,태국,태국
4747,아스파라거스,2021-01-12,페루,페루
4748,아스파라거스,2021-01-12,태국,태국
4749,깐도라지,2021-01-12,중국,중국
4750,체리,2021-01-12,칠레,칠레
4751,석류,2021-01-12,미국,미국
4752,유기농 바나나,2021-01-12,페루,페루
4753,유기농 바나나,2021-01-12,페루,페루
4754,완두콩,2021-01-12,미국,미국
4755,고추냉이,2021-01-12,중국,중국
4756,밤,2021-01-12,중국,중국
4757,커피원두,2021-01-12,멕시코,중국
4758,커피원두,2021-01-12,베트남,베트남
4759,커피원두,2021-01-12,브라질,브라질
4760,"커피원두(씨앗,건조)",2021-01-12,니카라과,니카라과
4761,들깨,2021-01-12,중국,중국
4762,냉동홍고추,2021-01-12,베트남,베트남
4763,냉동홍고추,2021-01-12,중국,중국
4764,알땅콩,2021-01-12,중국,중국
4765,냉동고추,2021-01-12,중국,중국
4766,양파,2021-01-12,일본,일본
4767,완두콩,2021-01-12,캐나다,미국
4768,냉동홍고추,2021-01-12,중국,중국
4769,냉동홍고추,2021-01-12,중국,중국
4770,냉동카사바,2021-01-12,베트남,베트남
4771,필젠 몰트,2021-01-12,독일,독일
4772,뮤닉 몰트 레귤러,2021-01-12,독일,독일
4773,아몬드,2021-01-12,미국,미국
4774,헤즐너트,2021-01-12,터키,터키
4775,커클랜드 시그니춰 스트로베리     (#692290),2021-01-12,미국,미국
4776,냉동 부추,2021-01-12,중국,중국
4777,냉동카사바,2021-01-12,인도네시아,인도네시아
4778,헤이즐넛,2021-01-12,터키,터키
4779,아몬드,2021-01-12,미국,미국
4780,냉동아욱,2021-01-12,중국,중국
4781,백옥,2021-01-12,미국,미국
4782,헤이즐넛,2021-01-12,터키,터키
4783,냉동 단호박,2021-01-12,중국,중국
4784,냉동 시금치,2021-01-12,중국,중국
4785,냉동 양파(2KG),2021-01-12,중국,중국
4786,미니당근,2021-01-12,프랑스,프랑스
4787,냉동대파(1KG),2021-01-12,중국,중국
4788,냉동송이버섯,2021-01-12,중국,중국
4789,냉동타로,2021-01-12,베트남,베트남
4790,캐슈넛,2021-01-12,베트남,베트남
4791,호박씨,2021-01-12,중국,중국
4792,냉동 대파 10KG,2021-01-12,중국,중국
4793,냉동목별,2021-01-12,베트남,베트남
4794,냉동바나나,2021-01-12,베트남,베트남
4795,냉동양파,2021-01-12,중국,중국
4796,냉동 마늘편,2021-01-12,중국,중국
4797,건목이버섯,2021-01-12,중국,중국
4798,월계수잎,2021-01-12,터키,터키
4799,흑후추,2021-01-12,말레이시아,말레이시아
4800,라우엘 리브즈(월계수잎)세미셀렉티드 STD 1,2021-01-12,터키,터키
4801,냉동마늘,2021-01-12,중국,중국
4802,더덕,2021-01-12,중국,중국
4803,냉동잭프루트,2021-01-12,베트남,베트남
4804,건조양파,2021-01-12,중국,중국
4805,호두,2021-01-12,미국,미국
4806,냉동서양고추냉이,2021-01-12,중국,중국
4807,신선우엉,2021-01-12,중국,중국
4808,파인애플,2021-01-12,코스타리카,코스타리카
4809,체리,2021-01-12,칠레,칠레
4810,냉동홍고추,2021-01-12,중국,중국
4811,케냐 커피빈,2021-01-12,케냐,독일
4812,커피 생두,2021-01-12,파나마,파나마
4813,호두,2021-01-12,미국,미국
4814,냉동홍고추,2021-01-12,중국,중국
4815,아몬드,2021-01-12,미국,미국
4816,호두(10KG),2021-01-12,미국,미국
4817,커피원두,2021-01-12,베트남,베트남
4818,커피생두,2021-01-12,에티오피아,에티오피아
4819,바나나,2021-01-12,필리핀,필리핀
4820,흑후추,2021-01-12,인도네시아,인도네시아
4821,팥,2021-01-12,캐나다,캐나다
4822,황기,2021-01-12,중국,중국
4823,천궁,2021-01-12,중국,중국
4824,페루 커피 생두,2021-01-12,페루,페루
4825,냉동고추,2021-01-12,중국,중국
4826,소맥,2021-01-12,호주,호주
4827,바실,2021-01-12,태국,태국
4828,페루커피원두,2021-01-12,페루,페루
4829,냉동홍고추,2021-01-12,중국,중국
4830,건조 무,2021-01-12,중국,중국
4831,케냐커피원두,2021-01-12,케냐,케냐
4832,깐더덕,2021-01-12,중국,중국
4833,더덕,2021-01-12,중국,중국
4834,깐더덕,2021-01-12,중국,중국
4835,신선마늘쫑,2021-01-12,중국,중국
4836,깐우엉,2021-01-12,중국,중국
4837,우엉,2021-01-12,중국,중국
4838,신선 표고버섯,2021-01-12,중국,중국
4839,깐도라지,2021-01-12,중국,중국
4840,"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
4841,"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
4842,커피원두,2021-01-12,에티오피아,지부티
4843,커피생두,2021-01-12,브라질,브라질
4844,깐도라지,2021-01-12,중국,중국
4845,오렌지,2021-01-12,미국,미국
4846,커피원두,2021-01-12,에티오피아,에티오피아
4847,바나나,2021-01-12,멕시코,멕시코
4848,석류 (5kg),2021-01-12,미국,미국
4849,파인애플,2021-01-12,필리핀,필리핀
4850,오렌지,2021-01-12,미국,미국
4851,메로골드,2021-01-12,미국,미국
4852,천궁,2021-01-12,중국,중국
4853,유기농 소맥(밀),2021-01-12,터키,터키
4854,유기농 바나나,2021-01-12,페루,페루
4855,바나나,2021-01-12,코스타리카,코스타리카
4856,아몬드,2021-01-12,미국,미국
4857,백출,2021-01-12,중국,중국
4858,체리,2021-01-12,칠레,칠레
4859,해바라기씨,2021-01-12,미국,미국
4860,바나나,2021-01-12,콜롬비아,콜롬비아
4861,망고,2021-01-12,태국,태국
4862,선선깐양파,2021-01-12,중국,중국
4863,신선마늘쫑,2021-01-12,중국,중국
4864,신선양상추,2021-01-12,중국,중국
4865,깐도라지,2021-01-12,중국,중국
4866,깐도라지,2021-01-12,중국,중국
4867,깐우엉,2021-01-12,중국,중국
4868,오렌지,2021-01-12,미국,미국
4869,깐도라지,2021-01-12,중국,중국
4870,마늘쫑,2021-01-12,중국,중국
4871,오렌지,2021-01-12,미국,미국
4872,신선당근,2021-01-12,중국,중국
4873,바나나,2021-01-12,필리핀,필리핀
4874,캐슈,2021-01-12,인도네시아,인도네시아
4875,아보카도,2021-01-12,멕시코,멕시코
4876,바나나,2021-01-12,필리핀,필리핀
4877,석류,2021-01-12,미국,미국
4878,"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
4879,"파인애플(12KG,2020.12.30)",2021-01-12,필리핀,필리핀
4880,"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
4881,"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
4882,"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
4883,깐도라지 (2KG),2021-01-12,중국,중국
4884,"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
4885,깐도라지,2021-01-12,중국,중국
4886,해바라기씨,2021-01-12,미국,미국
4887,깐도라지,2021-01-12,중국,중국
4888,오렌지,2021-01-12,미국,미국
4889,커피원두,2021-01-12,브라질,브라질
4890,레몬,2021-01-12,미국,미국
4891,파인애플,2021-01-12,인도네시아,인도네시아
4892,커피 생두,2021-01-12,과테말라,과테말라
4893,마른 줄기상추,2021-01-12,중국,중국
4894,깐더덕,2021-01-12,중국,중국
4895,레몬,2021-01-12,미국,미국
4896,도토리,2021-01-12,중국,중국
4897,건고사리,2021-01-12,중국,중국
4898,건토란줄기,2021-01-12,미얀마,미얀마
4899,망고,2021-01-12,태국,태국
4900,커피원두,2021-01-12,브라질,브라질
4901,신선표고버섯,2021-01-12,중국,중국
4902,망고,2021-01-12,태국,태국
4903,"망고(열매,신선)",2021-01-12,태국,태국
4904,포도,2021-01-12,칠레,칠레
4905,오렌지,2021-01-12,미국,미국
4906,오렌지,2021-01-12,미국,미국
4907,브라질 커피 생두,2021-01-12,브라질,브라질
4908,파인애플,2021-01-12,필리핀,필리핀
4909,블루베리,2021-01-12,칠레,칠레
4910,야자열매,2021-01-12,베트남,베트남
4911,레몬그라스,2021-01-12,베트남,베트남
4912,아보카도,2021-01-12,멕시코,멕시코
4913,캐슈넛,2021-01-12,베트남,베트남
4914,해바라기씨,2021-01-12,불가리아,불가리아
4915,오렌지,2021-01-12,미국,미국
4916,커피생두,2021-01-12,콜롬비아,콜롬비아
