,제품명(한글),수입일자,제조국,수출국
8175,깐도라지,2020-12-22,중국,중국
8176,깐도라지,2020-12-22,중국,중국
8177,깐도라지,2020-12-22,중국,중국
8178,깐도라지,2020-12-22,중국,중국
8179,깐도라지,2020-12-22,중국,중국
8180,깐도라지,2020-12-22,중국,중국
8181,깐도라지,2020-12-22,중국,중국
8182,깐더덕,2020-12-22,중국,중국
8183,신선당근(10KG),2020-12-22,중국,중국
8184,캐슈넛,2020-12-22,베트남,베트남
8185,신선당근,2020-12-22,중국,중국
8186,깐도라지,2020-12-22,중국,중국
8187,신선깐도라지,2020-12-22,중국,중국
8188,신선 브로콜리,2020-12-22,중국,중국
8189,냉동 잣,2020-12-22,중국,중국
8190,익지인,2020-12-22,중국,중국
8191,후레쉬코코넛,2020-12-22,베트남,베트남
8192,바나나,2020-12-22,베트남,베트남
8193,바나나,2020-12-22,베트남,베트남
8194,강낭콩,2020-12-22,중국,중국
8195,깐도라지,2020-12-22,중국,중국
8196,깐도라지,2020-12-22,중국,중국
8197,깐도라지,2020-12-22,중국,중국
8198,신선도라지,2020-12-22,중국,중국
8199,신선깐도라지,2020-12-22,중국,중국
8200,신선표고버섯,2020-12-22,중국,중국
8201,호두,2020-12-22,미국,미국
8202,코코넛,2020-12-22,베트남,베트남
8203,신선양파,2020-12-22,중국,중국
8204,자몽,2020-12-22,이스라엘,이스라엘
8205,커피생두,2020-12-22,에티오피아,에티오피아
8206,커피원두,2020-12-22,브라질,브라질
8207,커피원두,2020-12-22,콜롬비아,콜롬비아
8208,커피 생두,2020-12-22,코스타리카,대만
8209,블루베리,2020-12-22,칠레,칠레
8210,아보카도,2020-12-22,멕시코,멕시코
8211,커피원두,2020-12-22,브라질,브라질
8212,블루베리,2020-12-22,칠레,칠레
8213,맥아,2020-12-22,캐나다,캐나다
8214,커피원두,2020-12-22,브라질,브라질
8215,자몽,2020-12-22,이스라엘,이스라엘
8216,냉동고추,2020-12-22,중국,중국
8217,신선양파,2020-12-22,중국,중국
8218,신선당근,2020-12-22,중국,중국
8219,깐도라지 (2KG),2020-12-22,중국,중국
8220,깐우엉,2020-12-22,중국,중국
8221,신선우엉,2020-12-22,중국,중국
8222,커피원두,2020-12-22,브라질,브라질
8223,커피원두,2020-12-22,브라질,브라질
8224,슬라이스 아몬드,2020-12-22,미국,미국
8225,커클랜드 시그니춰 아몬드,2020-12-22,미국,미국
8226,파쇄옥수수,2020-12-22,인도,인도
8227,신선밤,2020-12-22,중국,중국
8228,신선당근,2020-12-22,중국,중국
8229,신선당근,2020-12-22,중국,중국
8230,신선당근,2020-12-22,중국,중국
8231,신선당근,2020-12-22,중국,중국
8232,들깨,2020-12-22,중국,중국
8233,신선양배추,2020-12-22,중국,중국
8234,바나나,2020-12-22,에콰도르,에콰도르
8235,페루커피원두,2020-12-22,페루,페루
8236,바나나,2020-12-22,에콰도르,에콰도르
8237,자몽,2020-12-22,이스라엘,이스라엘
8238,커피 생두,2020-12-22,케냐,케냐
8239,커피 생두,2020-12-22,케냐,케냐
8240,커피원두,2020-12-22,예멘,예멘
8241,체리,2020-12-22,칠레,칠레
8242,체리 2.5KG,2020-12-22,칠레,칠레
8243,체리 2.5KG,2020-12-22,칠레,칠레
8244,체리,2020-12-22,칠레,칠레
8245,타임,2020-12-22,이스라엘,이스라엘
8246,로즈마리,2020-12-22,이스라엘,이스라엘
8247,체리,2020-12-22,칠레,칠레
8248,체리,2020-12-22,칠레,칠레
8249,체리,2020-12-22,칠레,칠레
8250,체리,2020-12-22,칠레,칠레
8251,샬롯,2020-12-22,태국,태국
8252,망고,2020-12-22,호주,호주
8253,망고,2020-12-22,페루,페루
8254,송로버섯,2020-12-22,이탈리아,이탈리아
8255,체리,2020-12-22,뉴질랜드,뉴질랜드
8256,아스파라거스,2020-12-22,페루,페루
8257,아스파라거스,2020-12-22,페루,페루
8258,커피원두,2020-12-22,브라질,브라질
8259,신선대파,2020-12-22,중국,중국
8260,"용과(RED, 3KG)",2020-12-22,베트남,베트남
8261,신선당근,2020-12-22,중국,중국
8262,"용과(WHITE, 5KG)",2020-12-22,베트남,베트남
8263,커피원두,2020-12-22,콜롬비아,콜롬비아
8264,망고,2020-12-22,태국,태국
8265,블루베리,2020-12-22,칠레,칠레
8266,커피생두,2020-12-22,브라질,브라질
8267,블루베리,2020-12-22,칠레,칠레
8268,블루베리,2020-12-22,칠레,칠레
8269,커피생두,2020-12-22,과테말라,과테말라
8270,병아리콩,2020-12-22,미국,미국
8271,케냐 아라비카 커피,2020-12-22,케냐,케냐
8272,커피원두,2020-12-22,브라질,브라질
8273,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8274,"바나나(13KG,2020.11.30)",2020-12-22,필리핀,필리핀
8275,신선 브로콜리,2020-12-22,중국,중국
8276,아보카도,2020-12-22,멕시코,멕시코
8277,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8278,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8279,신선 양파,2020-12-22,중국,중국
8280,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8281,"파인애플(12KG,2020.12.09)",2020-12-22,필리핀,필리핀
8282,커피생두,2020-12-22,브라질,브라질
8283,"파인애플(12KG,2020.12.09)",2020-12-22,필리핀,필리핀
8284,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8285,"바나나(13KG,2020.12.07)",2020-12-22,필리핀,필리핀
8286,들깨,2020-12-22,중국,중국
8287,신선 당근,2020-12-22,중국,중국
8288,바나나,2020-12-22,에콰도르,에콰도르
8289,호두,2020-12-22,미국,미국
8290,아보카도,2020-12-22,멕시코,멕시코
8291,맥아,2020-12-22,덴마크,덴마크
8292,아몬드,2020-12-22,미국,미국
8293,녹두,2020-12-22,미국,미국
8294,당근,2020-12-22,중국,중국
8295,신선양파,2020-12-22,중국,중국
8296,아몬드,2020-12-22,미국,미국
8297,인도네시아 커피원두,2020-12-22,인도네시아,인도네시아
8298,신선양파,2020-12-22,중국,중국
8299,생알땅콩,2020-12-22,중국,중국
8300,냉동고추,2020-12-22,중국,중국
8301,아몬드,2020-12-22,미국,미국
8302,아몬드,2020-12-22,미국,미국
8303,콜롬비아  커피원두,2020-12-22,콜롬비아,콜롬비아
8304,콜롬비아  커피원두,2020-12-22,콜롬비아,콜롬비아
8305,신선양배추,2020-12-22,중국,중국
8306,커피원두,2020-12-22,에티오피아,대만
8307,커피 생두,2020-12-22,코스타리카,영국
8308,커피 생두,2020-12-22,과테말라,영국
8309,팝콘,2020-12-22,미국,미국
8310,판단잎,2020-12-22,베트남,베트남
8311,사탕수수,2020-12-22,베트남,베트남
8312,레몬그라스,2020-12-22,베트남,베트남
8313,히카마,2020-12-22,베트남,베트남
8314,옥수수,2020-12-22,미국,미국
8315,냉동홍고추,2020-12-22,중국,중국
8316,우슬,2020-12-22,중국,중국
8317,산수유,2020-12-22,중국,중국
8318,냉동 홍고추,2020-12-22,중국,중국
8319,바닐라빈,2020-12-22,인도네시아,인도네시아
