,제품명(한글),수입일자,제조국,수출국
0,샬롯,2021-02-05,태국,태국
1,"마늘종(꽃줄기,신선)",2021-02-05,중국,중국
2,우엉,2021-02-05,중국,중국
3,캐슈넛,2021-02-05,베트남,베트남
4,건생강,2021-02-05,중국,중국
5,유기농 냉동노니,2021-02-05,인도네시아,인도네시아
6,냉동홍고추,2021-02-05,중국,중국
7,망고,2021-02-05,태국,태국
8,냉동당근,2021-02-05,중국,중국
9,냉동그린빈,2021-02-05,중국,중국
10,냉동대파,2021-02-05,중국,중국
11,냉동대파,2021-02-05,중국,중국
12,냉동대파,2021-02-05,중국,중국
13,캐모마일,2021-02-05,이집트,이집트
14,페퍼민트,2021-02-05,이집트,이집트
15,오가피,2021-02-05,중국,중국
16,깐도라지,2021-02-05,중국,중국
17,신선브로콜리,2021-02-05,중국,중국
18,호박씨,2021-02-05,중국,중국
19,신선브로콜리,2021-02-05,중국,중국
20,신선우엉,2021-02-05,중국,중국
21,아라비카 커피생두,2021-02-05,브라질,브라질
22,커피원두,2021-02-05,에티오피아,지부티
23,커피원두,2021-02-05,베트남,베트남
24,양상추,2021-02-05,중국,중국
25,호박씨,2021-02-05,중국,중국
26,커피원두,2021-02-05,콜롬비아,캐나다
27,냉동부추,2021-02-05,중국,중국
28,호박씨,2021-02-05,중국,중국
29,백목이버섯,2021-02-05,중국,중국
30,꽃사슴살롯,2021-02-05,중국,중국
31,신선 표고버섯,2021-02-05,중국,중국
32,커피원두,2021-02-05,브라질,브라질
33,땅콩,2021-02-05,중국,중국
34,파인애플,2021-02-05,필리핀,필리핀
35,커피원두,2021-02-05,베트남,베트남
36,냉동고추,2021-02-05,중국,중국
37,커피원두,2021-02-05,브라질,브라질
38,커피원두,2021-02-05,브라질,브라질
39,커피원두,2021-02-05,브라질,브라질
40,망고,2021-02-05,베트남,베트남
41,신선깐양파,2021-02-05,중국,중국
42,양상추(7.5KG),2021-02-05,대만,대만
43,양상추(13KG),2021-02-05,대만,대만
44,마늘쫑,2021-02-05,중국,중국
45,건생강,2021-02-05,중국,중국
46,양상추,2021-02-05,대만,대만
47,망고,2021-02-05,페루,페루
48,냉동홍고추,2021-02-05,중국,중국
49,마른줄기상추,2021-02-05,중국,중국
50,초석잠,2021-02-05,중국,중국
51,삼채,2021-02-05,중국,중국
52,깐더덕,2021-02-05,중국,중국
53,깐우엉,2021-02-05,중국,중국
54,신선표고버섯,2021-02-05,중국,중국
55,신선깐마늘,2021-02-05,중국,중국
56,건다래순,2021-02-05,중국,중국
57,망고,2021-02-05,태국,태국
58,망고,2021-02-05,태국,태국
59,망고,2021-02-05,태국,태국
60,망고,2021-02-05,태국,태국
61,"망고(열매,신선)",2021-02-05,태국,태국
62,베트남 로부스타 커피,2021-02-05,베트남,베트남
63,신선당근,2021-02-05,중국,중국
64,깐우엉,2021-02-05,중국,중국
65,신선우엉,2021-02-05,중국,중국
66,건취나물,2021-02-05,중국,중국
67,건피마자,2021-02-05,중국,중국
68,신선양상추,2021-02-05,중국,중국
69,포도,2021-02-05,페루,페루
70,신선우엉,2021-02-05,중국,중국
71,오렌지,2021-02-05,미국,미국
72,깐더덕,2021-02-05,중국,중국
73,양파,2021-02-05,중국,중국
74,신선양파,2021-02-05,중국,중국
75,깐도라지 (2KG),2021-02-05,중국,중국
76,양배추,2021-02-05,중국,중국
77,체리,2021-02-05,칠레,칠레
78,신선깐도라지,2021-02-05,중국,중국
79,망고,2021-02-05,페루,페루
80,프리제(FRISEE),2021-02-05,스페인,벨기에
81,엔다이브,2021-02-05,벨기에,벨기에
