,제품명(한글),수입일자,제조국,수출국
2183,냉동대파,2021-01-26,중국,중국
2184,냉동밤,2021-01-26,중국,홍콩
2185,냉동 청피망,2021-01-26,중국,중국
2186,냉동 브로컬리,2021-01-26,중국,중국
2187,"호박씨(씨앗,건조)",2021-01-26,중국,중국
2188,프로폴리스 원괴,2021-01-26,브라질,브라질
2189,"개암(열매,건조)",2021-01-26,중국,중국
2190,타히티 바닐라빈 50g,2021-01-26,인도네시아,인도네시아
2191,플라니폴리아 바닐라빈 50g,2021-01-26,인도네시아,인도네시아
2192,냉동 냉이,2021-01-26,중국,중국
2193,냉동 아스파라거스,2021-01-26,중국,중국
2194,냉동 피망,2021-01-26,중국,중국
2195,냉동표고버섯,2021-01-26,중국,중국
2196,냉동 브로컬리,2021-01-26,중국,중국
2197,깐메밀,2021-01-26,미국,미국
2198,아몬드,2021-01-26,미국,미국
2199,냉동 깐밤 (10 KG),2021-01-26,중국,중국
2200,캐슈넛,2021-01-26,베트남,베트남
2201,강황,2021-01-26,인도,인도
2202,건파8R,2021-01-26,중국,중국
2203,냉동 고추(1KG),2021-01-26,베트남,베트남
2204,건파8R,2021-01-26,중국,중국
2205,냉동홍고추,2021-01-26,중국,중국
2206,유기대두,2021-01-26,러시아,러시아
2207,냉동마늘(10KG),2021-01-26,중국,중국
2208,혼합후추,2021-01-26,이탈리아,이탈리아
2209,냉동 대파,2021-01-26,중국,중국
2210,아몬드,2021-01-26,미국,미국
2211,아몬드,2021-01-26,미국,미국
2212,건표고버섯갓6호,2021-01-26,중국,중국
2213,냉동카사바,2021-01-26,인도네시아,인도네시아
2214,건표고갓후레이크 3*3,2021-01-26,중국,중국
2215,냉동부추(15KG),2021-01-26,중국,중국
2216,동결건조파2호,2021-01-26,중국,중국
2217,건파,2021-01-26,중국,중국
2218,커피생두,2021-01-26,콜롬비아,콜롬비아
2219,건여주,2021-01-26,중국,중국
2220,샬롯,2021-01-26,중국,중국
2221,커피원두,2021-01-26,인도네시아,인도네시아
2222,참깨,2021-01-26,중국,중국
2223,해바라기씨,2021-01-26,미국,미국
2224,해바라기씨,2021-01-26,미국,미국
2225,신선 단호박,2021-01-26,뉴질랜드,뉴질랜드
2226,단호박,2021-01-26,뉴질랜드,뉴질랜드
2227,단호박,2021-01-26,뉴질랜드,뉴질랜드
2228,단호박,2021-01-26,뉴질랜드,뉴질랜드
2229,신선 단호박,2021-01-26,뉴질랜드,뉴질랜드
2230,감자,2021-01-26,미국,미국
2231,커피 생두,2021-01-26,브라질,브라질
2232,아몬드,2021-01-26,미국,미국
2233,커피 생두,2021-01-26,브라질,브라질
2234,바나나,2021-01-26,콜롬비아,콜롬비아
2235,체리,2021-01-26,칠레,칠레
2236,자몽,2021-01-26,미국,미국
2237,석류,2021-01-26,미국,미국
2238,석류,2021-01-26,미국,미국
2239,자몽,2021-01-26,미국,미국
2240,포도,2021-01-26,칠레,칠레
2241,냉동홍고추,2021-01-26,중국,중국
2242,냉동고추,2021-01-26,중국,중국
2243,유기농 소맥(밀),2021-01-26,터키,터키
2244,생녹용(냉동),2021-01-26,뉴질랜드,뉴질랜드
2245,망고,2021-01-26,태국,태국
2246,석류,2021-01-26,미국,미국
2247,석류 (5kg),2021-01-26,미국,미국
2248,오렌지,2021-01-26,미국,미국
2249,냉동홍고추,2021-01-26,중국,중국
2250,냉동 홍고추,2021-01-26,중국,중국
2251,들깨,2021-01-26,중국,중국
2252,옥수수,2021-01-26,루마니아,루마니아
2253,키위,2021-01-26,이탈리아,이탈리아
2254,양상추(7.5KG),2021-01-26,대만,대만
2255,바나나,2021-01-26,필리핀,필리핀
2256,바나나,2021-01-26,인도네시아,인도네시아
2257,파인애플,2021-01-26,인도네시아,인도네시아
2258,해바라기씨,2021-01-26,불가리아,불가리아
2259,냉동알로에,2021-01-26,베트남,베트남
2260,고추냉이,2021-01-26,중국,중국
2261,깐도라지,2021-01-26,중국,중국
2262,커피원두(에티오피아 시다모 G4),2021-01-26,에티오피아,에티오피아
2263,양상추,2021-01-26,대만,대만
2264,신선당근,2021-01-26,중국,중국
2265,캐슈넛,2021-01-26,베트남,베트남
2266,레몬그라스,2021-01-26,베트남,베트남
2267,캐슈넛,2021-01-26,인도네시아,인도네시아
2268,커피원두,2021-01-26,베트남,베트남
2269,커피원두,2021-01-26,베트남,베트남
2270,깐호두,2021-01-26,미국,미국
2271,커피원두,2021-01-26,에티오피아,에티오피아
2272,망고,2021-01-26,베트남,베트남
2273,알땅콩,2021-01-26,중국,중국
2274,후레쉬코코넛,2021-01-26,베트남,베트남
2275,바나나,2021-01-26,베트남,베트남
2276,신선양파,2021-01-26,중국,중국
2277,마른줄기상추,2021-01-26,중국,중국
2278,커피 생두,2021-01-26,브라질,브라질
2279,냉동편마늘,2021-01-26,중국,중국
2280,강낭콩,2021-01-26,중국,중국
2281,목이버섯 (1kg*10),2021-01-26,중국,중국
2282,건여주,2021-01-26,중국,중국
2283,건노니,2021-01-26,베트남,베트남
2284,레몬그라스,2021-01-26,태국,태국
2285,메현미,2021-01-26,베트남,베트남
2286,커피생두,2021-01-26,콜롬비아,콜롬비아
2287,신선양파,2021-01-26,중국,중국
2288,신선양파,2021-01-26,중국,중국
2289,옥수수,2021-01-26,호주,호주
2290,작약,2021-01-26,중국,중국
2291,신선브로콜리,2021-01-26,중국,중국
2292,블루베리(312g),2021-01-26,칠레,칠레
2293,"파인애플(12KG,2021.01.13)",2021-01-26,필리핀,필리핀
2294,건고추,2021-01-26,중국,중국
2295,"파인애플(12KG,2021.01.13)",2021-01-26,필리핀,필리핀
