,제품명(한글),수입일자,제조국,수출국
789,냉동 라임 (1kg),2021-02-02,베트남,베트남
790,냉동 시금치,2021-02-02,중국,중국
791,목이버섯 1kg,2021-02-02,중국,중국
792,냉동알밤,2021-02-02,중국,중국
793,냉동능이버섯,2021-02-02,중국,중국
794,냉동카사바,2021-02-02,베트남,베트남
795,냉동당근채,2021-02-02,중국,중국
796,캐슈넛,2021-02-02,베트남,베트남
797,냉동마늘,2021-02-02,중국,중국
798,건캐슈넛,2021-02-02,베트남,베트남
799,냉동목별,2021-02-02,베트남,베트남
800,냉동잭프루트,2021-02-02,베트남,베트남
801,냉동바나나,2021-02-02,베트남,베트남
802,아몬드,2021-02-02,스페인,스페인
803,냉동 양파,2021-02-02,중국,중국
804,로즈마리,2021-02-02,터키,터키
805,냉동 브로컬리,2021-02-02,중국,중국
806,냉동대파,2021-02-02,중국,중국
807,냉동 블루베리,2021-02-02,캐나다,캐나다
808,냉동브로컬리,2021-02-02,스페인,스페인
809,호두,2021-02-02,미국,미국
810,아몬드,2021-02-02,미국,미국
811,냉동 대파,2021-02-02,중국,중국
812,냉동 양파,2021-02-02,중국,중국
813,탈각호두,2021-02-02,미국,미국
814,호두(9.98KG),2021-02-02,미국,미국
815,냉동토란,2021-02-02,베트남,베트남
816,냉동양파,2021-02-02,중국,중국
817,냉동 쥬키니 호박,2021-02-02,중국,중국
818,냉동 홍피망,2021-02-02,중국,중국
819,냉동부추,2021-02-02,중국,중국
820,마카다미아,2021-02-02,호주,호주
821,대추야자,2021-02-02,튀니지,튀니지
822,냉동홍고추,2021-02-02,중국,중국
823,냉동 홍고추,2021-02-02,중국,중국
824,"커피원두(씨앗,건조)",2021-02-02,미국,미국
825,아몬드,2021-02-02,미국,미국
826,강낭콩,2021-02-02,미국,미국
827,아몬드,2021-02-02,미국,미국
828,바나나,2021-02-02,콜롬비아,콜롬비아
829,건조 노니 열매,2021-02-02,베트남,베트남
830,자몽,2021-02-02,미국,미국
831,커피원두,2021-02-02,콜롬비아,콜롬비아
832,아보카도,2021-02-02,멕시코,멕시코
833,아스파라거스,2021-02-02,태국,태국
834,망고,2021-02-02,태국,태국
835,신선양배추,2021-02-02,베트남,베트남
836,"망고(열매,신선)",2021-02-02,태국,태국
837,망고,2021-02-02,태국,태국
838,망고,2021-02-02,태국,태국
839,냉동고추,2021-02-02,중국,중국
840,커피 생두,2021-02-02,베트남,베트남
841,커피 생두,2021-02-02,베트남,베트남
842,커피 생두,2021-02-02,베트남,베트남
843,망고,2021-02-02,태국,태국
844,커피원두,2021-02-02,케냐,케냐
845,망고,2021-02-02,태국,태국
846,"망고(열매,신선)",2021-02-02,태국,태국
847,망고,2021-02-02,태국,태국
848,망고,2021-02-02,태국,태국
849,망고,2021-02-02,태국,태국
850,유기농 소맥(밀),2021-02-02,터키,터키
851,냉동홍고추,2021-02-02,중국,중국
852,레몬그라스,2021-02-02,태국,태국
853,생녹용(냉동),2021-02-02,뉴질랜드,뉴질랜드
854,냉동고추,2021-02-02,중국,중국
855,냉동홍고추,2021-02-02,중국,중국
856,냉동고추,2021-02-02,중국,중국
857,냉동고추,2021-02-02,중국,중국
858,냉동홍고추,2021-02-02,중국,중국
859,커피원두,2021-02-02,케냐,독일
860,오미자,2021-02-02,중국,중국
861,신선지황,2021-02-02,중국,중국
862,커피 생두,2021-02-02,콜롬비아,콜롬비아
863,아몬드,2021-02-02,미국,미국
864,망고(5kg),2021-02-02,태국,태국
865,고사리(건조),2021-02-02,중국,중국
866,건고사리,2021-02-02,중국,중국
867,"황기(뿌리,건조)",2021-02-02,중국,중국
868,육두구,2021-02-02,인도네시아,인도네시아
869,참깨,2021-02-02,중국,중국
870,산양삼,2021-02-02,중국,중국
871,들깨,2021-02-02,미얀마,미얀마
872,건고사리,2021-02-02,중국,중국
873,계피 18KG,2021-02-02,베트남,베트남
874,황금,2021-02-02,중국,중국
875,황기(12KG),2021-02-02,중국,중국
876,유기농아보카도,2021-02-02,멕시코,멕시코
877,타히티 고메 바닐라빈,2021-02-02,인도네시아,인도네시아
878,참깨,2021-02-02,중국,중국
879,냉동고추,2021-02-02,중국,중국
880,검정깨,2021-02-02,중국,중국
881,용과,2021-02-02,베트남,베트남
882,커피 생두,2021-02-02,브라질,브라질
883,깐도라지,2021-02-02,중국,중국
884,포도,2021-02-02,칠레,칠레
885,밤,2021-02-02,중국,중국
886,냉동청피망,2021-02-02,중국,중국
887,냉동당근,2021-02-02,중국,중국
888,냉동청피망,2021-02-02,중국,중국
889,냉동그린빈,2021-02-02,중국,중국
890,깐도라지 (2KG),2021-02-02,중국,중국
891,신선마늘쫑,2021-02-02,중국,중국
892,커피생두,2021-02-02,콜롬비아,콜롬비아
893,깐도라지,2021-02-02,중국,중국
894,깐도라지,2021-02-02,중국,중국
895,깐도라지,2021-02-02,중국,중국
896,포도,2021-02-02,페루,페루
897,포도,2021-02-02,페루,페루
898,"포도(열매,신선)",2021-02-02,페루,페루
899,포도,2021-02-02,페루,페루
900,신선양상추,2021-02-02,중국,중국
901,양상추,2021-02-02,중국,중국
902,깐도라지,2021-02-02,중국,중국
903,신선우엉,2021-02-02,중국,중국
904,양파,2021-02-02,중국,중국
905,신선양파,2021-02-02,중국,중국
906,신선양파,2021-02-02,중국,중국
907,"용과(WHITE, 5KG)",2021-02-02,베트남,베트남
908,"용과(RED, 3KG)",2021-02-02,베트남,베트남
909,아보카도,2021-02-02,미국,미국
910,망고,2021-02-02,페루,페루
911,수삼,2021-02-02,중국,중국
912,"두리안(열매,신선)",2021-02-02,태국,태국
913,타임,2021-02-02,이스라엘,이스라엘
914,차이브,2021-02-02,이스라엘,이스라엘
915,아스파라거스,2021-02-02,멕시코,미국
916,레몬그래스,2021-02-02,태국,태국
917,죽순,2021-02-02,태국,태국
918,코코넛,2021-02-02,태국,태국
919,용과,2021-02-02,베트남,베트남
920,브로콜리,2021-02-02,중국,중국
921,커피원두(생두),2021-02-02,브라질,브라질
922,신선깐양파,2021-02-02,중국,중국
923,옥수수,2021-02-02,불가리아,루마니아
924,옥수수,2021-02-02,세르비아,루마니아
925,옥수수,2021-02-02,세르비아,루마니아
926,옥수수,2021-02-02,불가리아,루마니아
927,신선당근,2021-02-02,중국,중국
928,풋콩,2021-02-02,중국,중국
929,신선양상추,2021-02-02,중국,중국
930,신선양파,2021-02-02,중국,중국
931,깐더덕,2021-02-02,중국,중국
932,더덕,2021-02-02,중국,중국
933,깐도라지,2021-02-02,중국,중국
934,신선표고버섯,2021-02-02,중국,중국
935,깐도라지,2021-02-02,중국,중국
936,깐도라지,2021-02-02,중국,중국
937,깐더덕,2021-02-02,중국,중국
938,바나나,2021-02-02,베트남,베트남
939,깐도라지,2021-02-02,중국,중국
940,신선생강,2021-02-02,중국,중국
941,신선생강,2021-02-02,중국,중국
942,건목이버섯,2021-02-02,중국,중국
943,포도,2021-02-02,페루,페루
944,포도,2021-02-02,페루,페루
945,깐도라지,2021-02-02,중국,중국
946,깐도라지,2021-02-02,중국,중국
947,깐도라지,2021-02-02,중국,중국
948,레몬,2021-02-02,미국,미국
949,깐도라지,2021-02-02,중국,중국
950,깐도라지,2021-02-02,중국,중국
951,깐도라지,2021-02-02,중국,중국
952,레몬,2021-02-02,미국,미국
953,레몬,2021-02-02,미국,미국
954,오렌지,2021-02-02,미국,미국
955,포도,2021-02-02,칠레,칠레
956,건표고버섯(14KG),2021-02-02,중국,중국
957,오렌지,2021-02-02,미국,미국
958,신선우엉,2021-02-02,중국,중국
959,깐우엉,2021-02-02,중국,중국
960,신선밤,2021-02-02,중국,중국
961,신선당근,2021-02-02,중국,중국
962,레몬,2021-02-02,미국,미국
963,렌틸콩,2021-02-02,캐나다,캐나다
964,자몽,2021-02-02,이스라엘,이스라엘
965,신선우엉,2021-02-02,중국,중국
966,해바라기씨,2021-02-02,미국,미국
967,신선우엉,2021-02-02,중국,중국
968,월계수잎,2021-02-02,터키,터키
969,자몽,2021-02-02,미국,미국
970,커피원두,2021-02-02,브라질,브라질
971,맥아,2021-02-02,호주,호주
972,냉동부추,2021-02-02,중국,중국
973,냉동그린빈,2021-02-02,중국,중국
974,냉동마늘,2021-02-02,중국,중국
975,냉동홍피망,2021-02-02,중국,중국
976,오렌지,2021-02-02,미국,미국
977,신선 표고버섯,2021-02-02,중국,중국
978,타피오카 칩,2021-02-02,베트남,베트남
979,깐도라지,2021-02-02,중국,중국
980,오렌지,2021-02-02,미국,미국
981,오렌지,2021-02-02,미국,미국
982,오렌지,2021-02-02,미국,미국
983,호박씨,2021-02-02,중국,중국
984,양상추,2021-02-02,대만,대만
985,신선당근,2021-02-02,중국,중국
986,피칸,2021-02-02,미국,미국
987,신선양파,2021-02-02,중국,중국
988,신선양파,2021-02-02,중국,중국
989,포도,2021-02-02,페루,페루
990,자몽(15KG),2021-02-02,이스라엘,이스라엘
991,당근,2021-02-02,중국,중국
992,당근,2021-02-02,중국,중국
993,오렌지,2021-02-02,미국,미국
994,오렌지,2021-02-02,미국,미국
995,깐더덕,2021-02-02,중국,중국
996,신선깐도라지,2021-02-02,중국,중국
997,신선깐도라지,2021-02-02,중국,중국
998,깐도라지,2021-02-02,중국,중국
999,깐도라지,2021-02-02,중국,중국
1000,깐도라지,2021-02-02,중국,중국
1001,오렌지,2021-02-02,미국,미국
1002,깐도라지,2021-02-02,중국,중국
1003,신선깐도라지,2021-02-02,중국,중국
1004,브로콜리,2021-02-02,중국,중국
1005,체리(2.5KG),2021-02-02,칠레,칠레
1006,신선우엉,2021-02-02,중국,중국
1007,신선우엉,2021-02-02,중국,중국
1008,생땅콩,2021-02-02,미국,미국
1009,포도 4KG,2021-02-02,칠레,칠레
1010,포도,2021-02-02,칠레,칠레
1011,냉동고추,2021-02-02,중국,중국
1012,콜롬비아  커피원두,2021-02-02,콜롬비아,콜롬비아
1013,신선당근,2021-02-02,중국,중국
1014,바나나,2021-02-02,필리핀,필리핀
1015,레몬,2021-02-02,미국,미국
1016,신선양파,2021-02-02,중국,중국
1017,"바나나(열매,신선)",2021-02-02,필리핀,필리핀
1018,생감자,2021-02-02,호주,호주
1019,양상추,2021-02-02,대만,대만
1020,양상추,2021-02-02,대만,대만
1021,야자열매,2021-02-02,베트남,베트남
1022,신선양파,2021-02-02,중국,중국
1023,오렌지,2021-02-02,미국,미국
1024,맥아,2021-02-02,호주,호주
1025,레몬그라스,2021-02-02,베트남,베트남
1026,커클랜드 시그니춰 월넛,2021-02-02,미국,미국
1027,파쇄옥수수,2021-02-02,인도,인도
