,제품명(한글),수입일자,제조국,수출국
3528,냉동 대파,2021-01-19,중국,중국
3529,커피원두,2021-01-19,미국,미국
3530,커피생두,2021-01-19,브라질,브라질
3531,포도,2021-01-19,칠레,칠레
3532,도토리,2021-01-19,중국,중국
3533,표고버섯,2021-01-19,중국,중국
3534,여주,2021-01-19,베트남,베트남
3535,우슬,2021-01-19,중국,중국
3536,진피/21KG,2021-01-19,중국,중국
3537,감초,2021-01-19,중국,중국
3538,살롯,2021-01-19,베트남,베트남
3539,커피생두,2021-01-19,우간다,우간다
3540,신선양파,2021-01-19,중국,중국
3541,결명자,2021-01-19,중국,중국
3542,산수유/18KG,2021-01-19,중국,중국
3543,"양상추(잎,신선)",2021-01-19,중국,중국
3544,신선양상추,2021-01-19,중국,중국
3545,아보카도,2021-01-19,멕시코,멕시코
3546,양상추,2021-01-19,대만,대만
3547,오가피,2021-01-19,중국,중국
3548,망고,2021-01-19,태국,태국
3549,여주/15KG,2021-01-19,중국,중국
3550,신선양파,2021-01-19,중국,중국
3551,"망고(열매,신선)",2021-01-19,태국,태국
3552,망고,2021-01-19,태국,태국
3553,망고,2021-01-19,태국,태국
3554,망고,2021-01-19,태국,태국
3555,망고,2021-01-19,태국,태국
3556,망고,2021-01-19,태국,태국
3557,깐도라지,2021-01-19,중국,중국
3558,신선당근,2021-01-19,중국,중국
3559,망고,2021-01-19,태국,태국
3560,깐도라지,2021-01-19,중국,중국
3561,신선 표고버섯,2021-01-19,중국,중국
3562,체리,2021-01-19,칠레,칠레
3563,깐도라지,2021-01-19,중국,중국
3564,곶감,2021-01-19,중국,중국
3565,쿨란트로,2021-01-19,미얀마,미얀마
3566,커피원두,2021-01-19,과테말라,과테말라
3567,커피원두,2021-01-19,과테말라,과테말라
3568,아보카도,2021-01-19,멕시코,멕시코
3569,체리,2021-01-19,칠레,칠레
3570,냉동홍고추,2021-01-19,중국,중국
3571,신선양파,2021-01-19,중국,중국
3572,신선마늘쫑,2021-01-19,중국,중국
3573,깐우엉,2021-01-19,중국,중국
3574,마늘쫑,2021-01-19,중국,중국
3575,망고,2021-01-19,태국,태국
3576,호박씨,2021-01-19,중국,중국
3577,타피오카 칩,2021-01-19,베트남,베트남
3578,기장,2021-01-19,우크라이나,우크라이나
3579,커피원두,2021-01-19,브라질,브라질
3580,맥아,2021-01-19,호주,호주
3581,망고,2021-01-19,페루,페루
3582,바나나,2021-01-19,콜롬비아,콜롬비아
3583,자몽,2021-01-19,이스라엘,이스라엘
3584,신선브로콜리,2021-01-19,중국,중국
3585,브로콜리,2021-01-19,중국,중국
3586,용과,2021-01-19,베트남,베트남
3587,신선양파,2021-01-19,중국,중국
3588,해바라기씨,2021-01-19,미국,미국
3589,캐슈,2021-01-19,베트남,베트남
3590,곶감,2021-01-19,중국,중국
3591,블루베리 (125g),2021-01-19,칠레,칠레
3592,자몽,2021-01-19,미국,미국
3593,맥주보리,2021-01-19,호주,호주
3594,자몽,2021-01-19,미국,미국
3595,자몽,2021-01-19,미국,미국
3596,바나나,2021-01-19,필리핀,필리핀
3597,바나나,2021-01-19,필리핀,필리핀
3598,커피원두,2021-01-19,파나마,파나마
3599,망고,2021-01-19,페루,페루
3600,갈랑갈,2021-01-19,태국,태국
3601,레몬그라스,2021-01-19,태국,태국
3602,아스파라거스,2021-01-19,멕시코,미국
3603,아스파라거스,2021-01-19,태국,태국
3604,건다래순,2021-01-19,중국,중국
3605,건취나물,2021-01-19,중국,중국
3606,야자열매,2021-01-19,베트남,베트남
3607,신선우엉,2021-01-19,중국,중국
3608,레몬그라스,2021-01-19,베트남,베트남
3609,깐우엉,2021-01-19,중국,중국
3610,황제생강,2021-01-19,중국,중국
3611,깐도라지,2021-01-19,중국,중국
3612,"양파/신선,냉장",2021-01-19,중국,중국
3613,깐더덕,2021-01-19,중국,중국
3614,마늘쫑,2021-01-19,중국,중국
3615,더덕,2021-01-19,중국,중국
3616,바나나,2021-01-19,에콰도르,에콰도르
3617,브라질넛,2021-01-19,페루,페루
3618,커피 생두,2021-01-19,브라질,브라질
3619,우슬,2021-01-19,중국,중국
3620,마늘쫑,2021-01-19,중국,중국
3621,깐도라지,2021-01-19,중국,중국
3622,깐도라지,2021-01-19,중국,중국
3623,깐도라지,2021-01-19,중국,중국
3624,마늘쫑(8KG),2021-01-19,중국,중국
3625,캐슈넛,2021-01-19,인도네시아,인도네시아
3626,깐우엉,2021-01-19,중국,중국
3627,깐도라지,2021-01-19,중국,중국
3628,신선마늘쫑,2021-01-19,중국,중국
3629,깐도라지,2021-01-19,중국,중국
3630,신선생강,2021-01-19,중국,중국
3631,깐도라지,2021-01-19,중국,중국
3632,신선양파,2021-01-19,중국,중국
3633,진피/15KG,2021-01-19,중국,중국
3634,신선보로콜리,2021-01-19,중국,중국
3635,밤,2021-01-19,중국,중국
3636,신선양배추,2021-01-19,중국,중국
3637,커피생두,2021-01-19,브라질,브라질
3638,커피생두,2021-01-19,브라질,브라질
3639,커피생두,2021-01-19,콜롬비아,콜롬비아
