,제품명(한글),수입일자,제조국,수출국
7952,신선양파,2020-12-23,중국,중국
7953,신선당근,2020-12-23,중국,중국
7954,신선우엉,2020-12-23,중국,중국
7955,신선당근,2020-12-23,중국,중국
7956,신선 표고버섯,2020-12-23,중국,중국
7957,표고버섯,2020-12-23,중국,중국
7958,신선마늘쫑,2020-12-23,중국,중국
7959,망고,2020-12-23,호주,호주
7960,양파,2020-12-23,중국,중국
7961,건고추,2020-12-23,중국,중국
7962,잎새버섯,2020-12-23,중국,중국
7963,건표고버섯,2020-12-23,중국,중국
7964,건목이버섯,2020-12-23,중국,중국
7965,커피생두,2020-12-23,브라질,브라질
7966,신선송로버섯,2020-12-23,이탈리아,이탈리아
7967,신선송로버섯,2020-12-23,스페인,스페인
7968,체리,2020-12-23,칠레,칠레
7969,체리,2020-12-23,칠레,칠레
7970,루꼴라,2020-12-23,이스라엘,이스라엘
7971,더덕,2020-12-23,중국,중국
7972,바나나,2020-12-23,필리핀,필리핀
7973,바나나,2020-12-23,필리핀,필리핀
7974,바나나,2020-12-23,필리핀,필리핀
7975,파인애플,2020-12-23,필리핀,필리핀
7976,커피생두(70KG),2020-12-23,콜롬비아,콜롬비아
7977,깐도라지,2020-12-23,중국,중국
7978,깐우엉,2020-12-23,중국,중국
7979,우엉,2020-12-23,중국,중국
7980,신선당근,2020-12-23,중국,중국
7981,타피오카 칩,2020-12-23,베트남,베트남
7982,냉동 대파 9KG,2020-12-23,중국,중국
7983,커피 생두,2020-12-23,콜롬비아,콜롬비아
7984,신선당근,2020-12-23,중국,중국
7985,"송로버섯(자실체,신선)",2020-12-23,이탈리아,이탈리아
7986,스펠트 그레인즈,2020-12-23,독일,독일
7987,블루베리,2020-12-23,칠레,칠레
7988,당근,2020-12-23,중국,중국
7989,천궁,2020-12-23,중국,중국
7990,피스타치오,2020-12-23,미국,미국
7991,송로버섯,2020-12-23,이탈리아,이탈리아
7992,샬롯,2020-12-23,태국,태국
7993,레몬그래스,2020-12-23,태국,태국
7994,코코넛,2020-12-23,베트남,베트남
7995,머스타드 씨드,2020-12-23,인도,인도
7996,팥,2020-12-23,캐나다,캐나다
7997,양상추,2020-12-23,중국,중국
7998,커피원두,2020-12-23,베트남,베트남
7999,냉동홍고추,2020-12-23,중국,중국
8000,냉동고추,2020-12-23,중국,중국
8001,바나나,2020-12-23,에콰도르,에콰도르
8002,냉동부추,2020-12-23,중국,중국
8003,맥아,2020-12-23,캐나다,캐나다
8004,커피생두,2020-12-23,브라질,브라질
8005,바나나,2020-12-23,멕시코,멕시코
8006,신선당근,2020-12-23,중국,중국
8007,신선당근,2020-12-23,중국,중국
8008,신선당근,2020-12-23,중국,중국
8009,강낭콩,2020-12-23,중국,중국
8010,커피원두,2020-12-23,콜롬비아,콜롬비아
8011,호두(11.34KGS),2020-12-23,미국,미국
8012,맥아,2020-12-23,호주,호주
8013,늘푸른대파,2020-12-23,중국,중국
8014,맥아,2020-12-23,호주,호주
8015,밀 맥아,2020-12-23,호주,호주
8016,커피원두,2020-12-23,콜롬비아,콜롬비아
8017,신선브로콜리,2020-12-23,중국,중국
8018,신선송로버섯,2020-12-23,프랑스,프랑스
8019,신선브로콜리,2020-12-23,중국,중국
8020,브로콜리,2020-12-23,중국,중국
8021,맥주보리,2020-12-23,호주,호주
8022,해바라기씨,2020-12-23,중국,중국
8023,가시오갈피,2020-12-23,중국,중국
8024,들깨,2020-12-23,중국,중국
8025,신선우엉,2020-12-23,중국,중국
8026,블루베리,2020-12-23,칠레,칠레
8027,신선당근,2020-12-23,중국,중국
8028,아스파라거스(5KG),2020-12-23,페루,페루
8029,깐도라지,2020-12-23,중국,중국
8030,깐우엉,2020-12-23,중국,중국
8031,마늘쫑(8KG),2020-12-23,중국,중국
8032,목이버섯 (1kg*10),2020-12-23,중국,중국
8033,신선표고버섯,2020-12-23,중국,중국
8034,신선 마늘쫑,2020-12-23,중국,중국
8035,커피원두,2020-12-23,브라질,브라질
8036,고추씨,2020-12-23,중국,중국
8037,"망고(열매,신선)",2020-12-23,태국,태국
8038,바나나,2020-12-23,에콰도르,에콰도르
8039,바나나,2020-12-23,에콰도르,에콰도르
8040,바나나,2020-12-23,콜롬비아,콜롬비아
8041,신선당근,2020-12-23,중국,중국
8042,맥주보리,2020-12-23,호주,호주
8043,겨자씨,2020-12-23,캐나다,캐나다
8044,겨자원두,2020-12-23,캐나다,캐나다
8045,망고,2020-12-23,태국,태국
8046,라임,2020-12-23,멕시코,멕시코
8047,바나나,2020-12-23,콜롬비아,콜롬비아
8048,바나나,2020-12-23,필리핀,필리핀
8049,바나나,2020-12-23,필리핀,필리핀
8050,바나나,2020-12-23,필리핀,필리핀
8051,냉동홍고추,2020-12-23,중국,중국
8052,냉동홍고추,2020-12-23,중국,중국
8053,냉동고추,2020-12-23,베트남,베트남
8054,도토리,2020-12-23,중국,중국
8055,황제생강,2020-12-23,중국,중국
8056,도토리,2020-12-23,중국,중국
8057,파인애플 (12KG),2020-12-23,필리핀,필리핀
8058,냉동고추,2020-12-23,중국,중국
8059,냉동홍고추,2020-12-23,중국,중국
8060,냉동홍고추,2020-12-23,중국,중국
8061,신선양파,2020-12-23,중국,중국
8062,커피원두,2020-12-23,콜롬비아,콜롬비아
8063,콩나물,2020-12-23,중국,중국
8064,지구병,2020-12-23,중국,중국
8065,체리,2020-12-23,칠레,칠레
8066,체리,2020-12-23,칠레,칠레
8067,아스파라거스 5KG,2020-12-23,페루,페루
8068,아스파라거스 5KG,2020-12-23,페루,페루
8069,체리,2020-12-23,칠레,칠레
8070,체리,2020-12-23,칠레,칠레
8071,망고,2020-12-23,호주,호주
8072,체리,2020-12-23,칠레,칠레
8073,체리,2020-12-23,칠레,칠레
8074,체리,2020-12-23,칠레,칠레
8075,체리,2020-12-23,칠레,칠레
8076,망고,2020-12-23,페루,페루
8077,아스파라거스,2020-12-23,페루,페루
8078,체리,2020-12-23,칠레,칠레
8079,갈랑갈,2020-12-23,태국,태국
8080,바나나꽃,2020-12-23,태국,태국
8081,레몬그라스,2020-12-23,태국,태국
8082,아스파라거스(6KG),2020-12-23,태국,태국
8083,하이비 아스파라거스 (5KG),2020-12-23,태국,태국
8084,커피 생두,2020-12-23,브라질,브라질
8085,맥아,2020-12-23,호주,호주
8086,파인애플,2020-12-23,필리핀,필리핀
8087,해바라기씨,2020-12-23,미국,미국
8088,신선 브로콜리,2020-12-23,중국,중국
8089,백목이버섯,2020-12-23,중국,중국
