,제품명(한글),수입일자,제조국,수출국
226,체리(4.5KG),2021-02-04,칠레,칠레
227,신선더덕,2021-02-04,중국,중국
228,블루베리,2021-02-04,칠레,칠레
229,천궁(30KG),2021-02-04,중국,중국
230,계피,2021-02-04,베트남,베트남
231,커피원두,2021-02-04,콜롬비아,콜롬비아
232,포도,2021-02-04,칠레,칠레
233,라임,2021-02-04,멕시코,멕시코
234,"바나나(13KG,2021.01.11)",2021-02-04,필리핀,필리핀
235,"바나나(13KG,2021.01.18)",2021-02-04,필리핀,필리핀
236,"파인애플(12KG,2021.01.20)",2021-02-04,필리핀,필리핀
237,오가피열매,2021-02-04,중국,중국
238,커피원두(콜롬비아 슈프리모),2021-02-04,콜롬비아,콜롬비아
239,신선대파,2021-02-04,중국,중국
240,신선양파,2021-02-04,중국,중국
241,건조양파,2021-02-04,중국,중국
242,수수,2021-02-04,미국,미국
243,바나나,2021-02-04,콜롬비아,콜롬비아
244,포도,2021-02-04,페루,페루
245,포도,2021-02-04,페루,페루
246,맥아,2021-02-04,호주,호주
247,바나나,2021-02-04,필리핀,필리핀
248,바닐라빈,2021-02-04,미국,미국
249,커피생두,2021-02-04,미국,미국
250,건고추,2021-02-04,중국,중국
251,건대추,2021-02-04,중국,중국
252,건대추,2021-02-04,중국,중국
253,신선더덕,2021-02-04,중국,중국
254,건대추,2021-02-04,중국,중국
255,깐더덕,2021-02-04,중국,중국
256,건대추,2021-02-04,중국,중국
257,건대추,2021-02-04,중국,중국
258,커피생두,2021-02-04,브라질,브라질
259,포도,2021-02-04,페루,페루
260,바나나,2021-02-04,에콰도르,에콰도르
261,바나나,2021-02-04,에콰도르,에콰도르
262,황기,2021-02-04,중국,중국
263,신선양파,2021-02-04,중국,중국
264,바나나,2021-02-04,에콰도르,에콰도르
265,바나나,2021-02-04,에콰도르,에콰도르
266,냉동피망,2021-02-04,중국,중국
267,건아보카도(40g),2021-02-04,멕시코,멕시코
268,옥수수(씨앗),2021-02-04,인도,인도
269,옥수수(씨앗),2021-02-04,인도,인도
270,바나나,2021-02-04,에콰도르,에콰도르
271,바나나,2021-02-04,에콰도르,에콰도르
272,아보카도,2021-02-04,멕시코,멕시코
273,아보카도,2021-02-04,멕시코,멕시코
274,포도,2021-02-04,페루,페루
275,바나나,2021-02-04,필리핀,필리핀
276,신선우엉,2021-02-04,중국,중국
277,바나나,2021-02-04,필리핀,필리핀
278,바나나,2021-02-04,필리핀,필리핀
279,바나나,2021-02-04,필리핀,필리핀
280,바나나,2021-02-04,필리핀,필리핀
281,신선양파,2021-02-04,중국,중국
282,바나나,2021-02-04,필리핀,필리핀
283,바나나,2021-02-04,필리핀,필리핀
284,바나나,2021-02-04,필리핀,필리핀
285,망고,2021-02-04,태국,태국
286,망고,2021-02-04,태국,태국
287,"망고(열매,신선)",2021-02-04,태국,태국
288,망고,2021-02-04,태국,태국
289,망고,2021-02-04,태국,태국
290,망고,2021-02-04,태국,태국
291,신선양파,2021-02-04,중국,중국
292,아보카도,2021-02-04,멕시코,멕시코
293,망고,2021-02-04,페루,페루
294,포도,2021-02-04,칠레,칠레
295,망고,2021-02-04,태국,태국
296,무말랭이,2021-02-04,중국,중국
