,제품명(한글),수입일자,제조국,수출국
1954,신선양파,2021-01-27,중국,중국
1955,신선당근,2021-01-27,중국,중국
1956,신선당근,2021-01-27,중국,중국
1957,신선당근,2021-01-27,중국,중국
1958,신선우엉,2021-01-27,중국,중국
1959,바나나,2021-01-27,에콰도르,에콰도르
1960,피칸,2021-01-27,미국,미국
1961,바나나,2021-01-27,에콰도르,에콰도르
1962,냉장감자,2021-01-27,미국,미국
1963,냉장감자,2021-01-27,미국,미국
1964,커피원두,2021-01-27,콜롬비아,콜롬비아
1965,체리,2021-01-27,칠레,칠레
1966,우간다 아라비카 커피,2021-01-27,우간다,우간다
1967,커피원두,2021-01-27,콜롬비아,콜롬비아
1968,양파,2021-01-27,중국,중국
1969,냉동대파,2021-01-27,중국,중국
1970,신선양파,2021-01-27,중국,중국
1971,신선당근,2021-01-27,중국,중국
1972,신선당근,2021-01-27,중국,중국
1973,양파,2021-01-27,중국,중국
1974,냉동홍고추,2021-01-27,중국,중국
1975,커피원두,2021-01-27,에티오피아,에티오피아
1976,기장,2021-01-27,미국,미국
1977,신선우엉,2021-01-27,중국,중국
1978,커피생두,2021-01-27,콜롬비아,콜롬비아
1979,오렌지,2021-01-27,미국,미국
1980,블루베리,2021-01-27,칠레,칠레
1981,블루베리 (125G),2021-01-27,칠레,칠레
1982,블루베리,2021-01-27,칠레,칠레
1983,"바나나(13KG,2021.01.06)",2021-01-27,베트남,베트남
1984,포도,2021-01-27,칠레,칠레
1985,포도,2021-01-27,칠레,칠레
1986,"망고(열매,신선)",2021-01-27,태국,태국
1987,양상추,2021-01-27,대만,대만
1988,신선 브로콜리,2021-01-27,중국,중국
1989,"커피원두(씨앗,건조)",2021-01-27,브라질,브라질
1990,옥수수,2021-01-27,미국,미국
1991,포도,2021-01-27,칠레,칠레
1992,망고,2021-01-27,태국,태국
1993,단호박,2021-01-27,뉴질랜드,뉴질랜드
1994,단호박 (580kg),2021-01-27,뉴질랜드,뉴질랜드
1995,단호박,2021-01-27,뉴질랜드,뉴질랜드
1996,신선당근,2021-01-27,중국,중국
1997,망고,2021-01-27,페루,페루
1998,아스파라거스,2021-01-27,멕시코,미국
1999,망고,2021-01-27,페루,페루
2000,망고,2021-01-27,호주,호주
2001,망고,2021-01-27,페루,페루
2002,망고,2021-01-27,페루,페루
2003,망고,2021-01-27,페루,페루
2004,망고,2021-01-27,페루,페루
2005,죽순,2021-01-27,태국,태국
2006,바나나 꽃,2021-01-27,태국,태국
2007,바나나,2021-01-27,태국,태국
2008,신선송로버섯,2021-01-27,이탈리아,이탈리아
2009,신선송로버섯,2021-01-27,스페인,스페인
2010,레몬그라스,2021-01-27,태국,태국
2011,아스파라거스,2021-01-27,태국,태국
2012,망고,2021-01-27,베트남,베트남
2013,아스파라거스,2021-01-27,페루,페루
2014,망고,2021-01-27,베트남,베트남
2015,애플망고,2021-01-27,페루,페루
2016,선선깐양파,2021-01-27,중국,중국
2017,신선 표고버섯(2020년),2021-01-27,중국,중국
2018,신선양파,2021-01-27,중국,중국
2019,신선마늘쫑,2021-01-27,중국,중국
2020,더덕,2021-01-27,중국,중국
2021,조,2021-01-27,중국,중국
2022,신선 단호박,2021-01-27,뉴질랜드,뉴질랜드
2023,단호박,2021-01-27,뉴질랜드,뉴질랜드
2024,송로버섯,2021-01-27,이탈리아,이탈리아
2025,망고,2021-01-27,태국,태국
2026,체리,2021-01-27,칠레,칠레
2027,참깨,2021-01-27,중국,중국
2028,신선양상추,2021-01-27,중국,중국
2029,블루베리,2021-01-27,칠레,칠레
2030,레몬,2021-01-27,미국,미국
2031,커피생두,2021-01-27,콜롬비아,콜롬비아
2032,냉동고추,2021-01-27,중국,중국
2033,포도,2021-01-27,칠레,칠레
2034,포도,2021-01-27,칠레,칠레
2035,망고,2021-01-27,태국,태국
2036,커피생두,2021-01-27,콜롬비아,콜롬비아
2037,커피생두,2021-01-27,콜롬비아,콜롬비아
2038,신선브로콜리,2021-01-27,중국,중국
2039,신선당근,2021-01-27,중국,중국
2040,신선당근,2021-01-27,중국,중국
2041,신선당근,2021-01-27,중국,중국
2042,블루베리,2021-01-27,칠레,칠레
2043,냉동부추,2021-01-27,중국,중국
2044,디카페인 커피원두,2021-01-27,브라질,독일
2045,바나나,2021-01-27,콜롬비아,콜롬비아
2046,베트남 로부스타 커피,2021-01-27,베트남,베트남
2047,바나나,2021-01-27,에콰도르,에콰도르
2048,체리 (4kg),2021-01-27,칠레,칠레
2049,체리,2021-01-27,칠레,칠레
2050,파인애플,2021-01-27,필리핀,필리핀
2051,망고,2021-01-27,태국,태국
2052,체리,2021-01-27,칠레,칠레
2053,커피원두,2021-01-27,브라질,브라질
2054,망고,2021-01-27,베트남,베트남
