,제품명(한글),수입일자,제조국,수출국
5920,신선 브로콜리,2021-01-05,중국,중국
5921,신선당근,2021-01-05,중국,중국
5922,단호박,2021-01-05,통가,뉴질랜드
5923,신선양상추,2021-01-05,중국,중국
5924,신선당근,2021-01-05,중국,중국
5925,단호박,2021-01-05,통가,뉴질랜드
5926,신선당근,2021-01-05,중국,중국
5927,신선당근,2021-01-05,중국,중국
5928,신선당근,2021-01-05,중국,중국
5929,깐도라지,2021-01-05,중국,중국
5930,이집트콩,2021-01-05,미국,미국
5931,신선마늘쫑,2021-01-05,중국,중국
5932,신선당근,2021-01-05,중국,중국
5933,신선양파,2021-01-05,중국,중국
5934,신선양파,2021-01-05,중국,중국
5935,슬라이스 아몬드,2021-01-05,미국,미국
5936,말린블랙체리,2021-01-05,미국,미국
5937,신선밤,2021-01-05,중국,중국
5938,수수,2021-01-05,미국,미국
5939,커피원두,2021-01-05,미국,미국
5940,신선깐도라지,2021-01-05,중국,중국
5941,깐도라지,2021-01-05,중국,중국
5942,깐도라지,2021-01-05,중국,중국
5943,신선깐도라지,2021-01-05,중국,중국
5944,깐도라지,2021-01-05,중국,중국
5945,깐도라지,2021-01-05,중국,중국
5946,깐도라지,2021-01-05,중국,중국
5947,신선당근,2021-01-05,중국,중국
5948,깐도라지,2021-01-05,중국,중국
5949,깐도라지,2021-01-05,중국,중국
5950,마늘쫑,2021-01-05,중국,중국
5951,깐도라지,2021-01-05,중국,중국
5952,바나나,2021-01-05,멕시코,멕시코
5953,커피 생두,2021-01-05,케냐,케냐
5954,커피원두(자바 브라질 FC),2021-01-05,브라질,브라질
5955,신선생강,2021-01-05,중국,중국
5956,신선당근,2021-01-05,중국,중국
5957,건목이버섯(10KG),2021-01-05,중국,중국
5958,커피원두,2021-01-05,인도네시아,인도네시아
5959,맥주보리,2021-01-05,호주,호주
5960,레몬,2021-01-05,미국,미국
5961,표고버섯,2021-01-05,베트남,베트남
5962,목이버섯,2021-01-05,베트남,베트남
5963,신선생강,2021-01-05,중국,중국
5964,냉동대파,2021-01-05,중국,중국
5965,냉동부추,2021-01-05,중국,중국
5966,커피원두,2021-01-05,베트남,베트남
5967,커피원두,2021-01-05,베트남,베트남
5968,쿨란트로,2021-01-05,미얀마,미얀마
5969,곶감,2021-01-05,중국,중국
5970,신선표고버섯,2021-01-05,중국,중국
5971,깐도라지,2021-01-05,중국,중국
5972,곶감,2021-01-05,중국,중국
5973,깐도라지,2021-01-05,중국,중국
5974,깐도라지,2021-01-05,중국,중국
5975,마늘쫑,2021-01-05,중국,중국
5976,밀,2021-01-05,프랑스,프랑스
5977,깐도라지,2021-01-05,중국,중국
5978,깐도라지,2021-01-05,중국,중국
5979,깐도라지,2021-01-05,중국,중국
5980,신선마늘쫑,2021-01-05,중국,중국
5981,깐도라지,2021-01-05,중국,중국
5982,깐도라지,2021-01-05,중국,중국
5983,야자열매,2021-01-05,베트남,베트남
5984,석류,2021-01-05,미국,미국
5985,석류,2021-01-05,미국,미국
5986,석류,2021-01-05,미국,미국
5987,바나나,2021-01-05,과테말라,과테말라
5988,신선당근,2021-01-05,중국,중국
5989,레몬그라스,2021-01-05,베트남,베트남
5990,깐더덕,2021-01-05,중국,중국
5991,신선도라지,2021-01-05,중국,중국
5992,브로콜리,2021-01-05,중국,중국
5993,깐도라지,2021-01-05,중국,중국
5994,깐도라지,2021-01-05,중국,중국
5995,신선당근,2021-01-05,중국,중국
5996,신선당근,2021-01-05,중국,중국
5997,마늘쫑(8KG),2021-01-05,중국,중국
5998,깐우엉,2021-01-05,중국,중국
5999,깐도라지,2021-01-05,중국,중국
6000,우엉,2021-01-05,중국,중국
6001,"석류(열매,신선)",2021-01-05,미국,미국
6002,아보카도,2021-01-05,멕시코,멕시코
6003,신선 브로콜리,2021-01-05,중국,중국
6004,오렌지,2021-01-05,미국,미국
6005,양배추,2021-01-05,중국,중국
6006,커피원두,2021-01-05,브라질,브라질
6007,커피생두,2021-01-05,브라질,브라질
6008,신선당근,2021-01-05,중국,중국
6009,길경,2021-01-05,중국,중국
6010,선복화,2021-01-05,중국,중국
6011,건 목이버섯,2021-01-05,중국,중국
6012,케냐커피원두,2021-01-05,케냐,케냐
6013,냉동 홍고추,2021-01-05,중국,중국
6014,바나나,2021-01-05,콜롬비아,콜롬비아
6015,호두,2021-01-05,미국,미국
6016,신선깐도라지,2021-01-05,중국,중국
6017,더덕,2021-01-05,중국,중국
6018,커피원두,2021-01-05,브라질,브라질
6019,양송이버섯,2021-01-05,중국,중국
6020,"바나나(13KG,2020.12.09)",2021-01-05,베트남,베트남
6021,신선우엉,2021-01-05,중국,중국
6022,깐도라지,2021-01-05,중국,중국
6023,비트,2021-01-05,중국,중국
6024,레몬,2021-01-05,미국,미국
6025,포도,2021-01-05,미국,미국
6026,블루베리(125G),2021-01-05,칠레,칠레
6027,커피원두,2021-01-05,브라질,브라질
6028,브라질 너트,2021-01-05,페루,페루
6029,바나나,2021-01-05,콜롬비아,콜롬비아
6030,녹두,2021-01-05,페루,페루
6031,신선우엉,2021-01-05,중국,중국
6032,신선우엉,2021-01-05,중국,중국
6033,신선당근,2021-01-05,중국,중국
6034,신선당근,2021-01-05,중국,중국
6035,망고,2021-01-05,태국,태국
6036,체리,2021-01-05,칠레,칠레
6037,월계수잎,2021-01-05,터키,터키
6038,망고,2021-01-05,페루,페루
6039,석류,2021-01-05,미국,미국
6040,신선당근,2021-01-05,중국,중국
6041,깐우엉,2021-01-05,중국,중국
6042,깐도라지 (2KG),2021-01-05,중국,중국
6043,신선양파,2021-01-05,중국,중국
6044,신선양파,2021-01-05,중국,중국
6045,냉동양파 다이스,2021-01-05,중국,중국
6046,신선당근,2021-01-05,중국,중국
6047,후추,2021-01-05,베트남,베트남
6048,계피,2021-01-05,베트남,베트남
6049,바나나,2021-01-05,베트남,베트남
6050,강황,2021-01-05,인도,인도
6051,옥수수,2021-01-05,미국,미국
6052,옥수수,2021-01-05,브라질,브라질
6053,옥수수,2021-01-05,브라질,브라질
6054,옥수수,2021-01-05,브라질,브라질
6055,옥수수,2021-01-05,브라질,브라질
6056,옥수수,2021-01-05,브라질,브라질
6057,건조 무,2021-01-05,중국,중국
6058,깐도라지,2021-01-05,중국,중국
6059,무,2021-01-05,중국,중국
6060,당근,2021-01-05,중국,중국
6061,신선당근,2021-01-05,중국,중국
6062,체리,2021-01-05,칠레,칠레
6063,신선당근,2021-01-05,중국,중국
6064,베트남커피원두,2021-01-05,베트남,베트남
6065,베트남커피원두,2021-01-05,베트남,베트남
6066,블루베리,2021-01-05,칠레,칠레
6067,블루베리,2021-01-05,칠레,칠레
6068,유기농 냉동노니,2021-01-05,인도네시아,인도네시아
6069,냉동고추,2021-01-05,중국,중국
6070,냉동고추,2021-01-05,중국,중국
6071,냉동고추,2021-01-05,중국,중국
6072,커피원두,2021-01-05,브라질,브라질
6073,구기자/22KG,2021-01-05,중국,중국
6074,건조능이 버섯,2021-01-05,키르기스스탄,키르기스스탄
6075,냉동홍고추,2021-01-05,중국,중국
6076,산수유,2021-01-05,중국,중국
6077,갈근,2021-01-05,중국,중국
6078,우슬,2021-01-05,중국,중국
6079,흑후추,2021-01-05,프랑스,프랑스
6080,신선더덕,2021-01-05,중국,중국
6081,신선표고버섯,2021-01-05,중국,중국
6082,마른줄기상추,2021-01-05,중국,중국
6083,신선밤,2021-01-05,중국,중국
6084,용과,2021-01-05,베트남,베트남
6085,망고,2021-01-05,페루,페루
6086,망고,2021-01-05,태국,태국
6087,녹용(건조),2021-01-05,러시아,러시아
6088,샬롯,2021-01-05,태국,태국
6089,아스파라거스,2021-01-05,태국,태국
6090,갈랑가,2021-01-05,태국,태국
6091,레몬그라스,2021-01-05,태국,태국
6092,바나나 꽃,2021-01-05,태국,태국
6093,아스파라거스,2021-01-05,태국,태국
6094,아스파라거스,2021-01-05,태국,태국
6095,체리,2021-01-05,칠레,칠레
6096,유기농 바나나,2021-01-05,페루,페루
6097,바나나,2021-01-05,페루,페루
6098,피칸,2021-01-05,미국,미국
6099,커피 생두,2021-01-05,브라질,브라질
6100,흰강낭콩,2021-01-05,캐나다,캐나다
6101,아스파라거스,2021-01-05,태국,태국
6102,냉동청피망,2021-01-05,중국,중국
6103,오렌지,2021-01-05,미국,미국
6104,내복자,2021-01-05,인도,인도
6105,신선양파,2021-01-05,중국,중국
6106,냉동단호박,2021-01-05,중국,중국
6107,신선당근,2021-01-05,중국,중국
6108,당근,2021-01-05,중국,중국
6109,블루베리 (125G),2021-01-05,칠레,칠레
6110,체리,2021-01-05,칠레,칠레
6111,아몬드,2021-01-05,미국,미국
6112,냉동고추,2021-01-05,중국,중국
6113,냉동고추,2021-01-05,중국,중국
6114,커피생두,2021-01-05,인도,인도
6115,브라질 커피빈,2021-01-05,브라질,브라질
6116,레몬,2021-01-05,미국,미국
6117,FROZEN RED CHILLI,2021-01-05,베트남,베트남
6118,옥수수,2021-01-05,호주,호주
6119,렌즈콩,2021-01-05,미국,미국
6120,호두,2021-01-05,미국,미국
6121,피칸,2021-01-05,미국,미국
6122,커피원두(디카페인),2021-01-05,브라질,캐나다
6123,병아리콩,2021-01-05,캐나다,캐나다
6124,핑거루트,2021-01-05,태국,태국
6125,아몬드,2021-01-05,미국,미국
6126,흰강낭콩,2021-01-05,우크라이나,우크라이나
6127,감자,2021-01-05,미국,미국
6128,케냐커피원두,2021-01-05,케냐,케냐
6129,커피원두,2021-01-05,브라질,브라질
6130,천궁,2021-01-05,중국,중국
6131,아보카도,2021-01-05,멕시코,멕시코
6132,냉동대파,2021-01-05,중국,중국
6133,냉동얼갈이,2021-01-05,중국,중국
6134,냉동당근,2021-01-05,중국,중국
6135,통계피/500G,2021-01-05,베트남,베트남
6136,냉동오크라,2021-01-05,중국,중국
6137,냉동딸기,2021-01-05,칠레,칠레
6138,호두,2021-01-05,미국,미국
6139,호두,2021-01-05,미국,미국
6140,쿠민,2021-01-05,중국,중국
6141,건고추,2021-01-05,중국,중국
