,제품명(한글),수입일자,제조국,수출국
3053,샬롯,2021-01-21,태국,태국
3054,아스파라거스,2021-01-21,태국,태국
3055,신선부추,2021-01-21,중국,중국
3056,갈랑가,2021-01-21,태국,태국
3057,아스파라거스,2021-01-21,태국,태국
3058,바나나 꽃,2021-01-21,태국,태국
3059,샬롯,2021-01-21,태국,태국
3060,침향,2021-01-21,인도네시아,인도네시아
3061,포도,2021-01-21,페루,페루
3062,아스파라거스,2021-01-21,멕시코,미국
3063,펜넬,2021-01-21,이탈리아,벨기에
3064,브루셀스프라우트(방울다다기 양배추),2021-01-21,벨기에,벨기에
3065,망고,2021-01-21,태국,태국
3066,신선양배추,2021-01-21,중국,중국
3067,신선양파,2021-01-21,중국,중국
3068,냉동홍고추,2021-01-21,중국,중국
3069,베트남 로부스타 커피,2021-01-21,베트남,베트남
3070,파인애플,2021-01-21,필리핀,필리핀
3071,"포도(열매,신선)",2021-01-21,페루,페루
3072,포도,2021-01-21,페루,페루
3073,망고,2021-01-21,태국,태국
3074,신선우엉,2021-01-21,중국,중국
3075,망고,2021-01-21,태국,태국
3076,망고,2021-01-21,태국,태국
3077,커피원두,2021-01-21,브라질,브라질
3078,망고,2021-01-21,태국,태국
3079,신선양파,2021-01-21,중국,중국
3080,망고,2021-01-21,태국,태국
3081,아보카도,2021-01-21,멕시코,멕시코
3082,바나나,2021-01-21,과테말라,과테말라
3083,렌틸(렌즈)콩,2021-01-21,캐나다,캐나다
3084,건도토리,2021-01-21,남아프리카 공화국,남아프리카 공화국
3085,깐우엉,2021-01-21,중국,중국
3086,깐도라지,2021-01-21,중국,중국
3087,신선송로버섯,2021-01-21,중국,중국
3088,냉동송로버섯,2021-01-21,중국,중국
3089,망고,2021-01-21,태국,태국
3090,파쇄옥수수,2021-01-21,인도,인도
3091,쿨란트로,2021-01-21,베트남,베트남
3092,깐도라지,2021-01-21,중국,중국
3093,신선양파,2021-01-21,중국,중국
3094,콩나물,2021-01-21,중국,중국
3095,냉동홍고추,2021-01-21,중국,중국
3096,천궁/16KG,2021-01-21,중국,중국
3097,깐도라지,2021-01-21,중국,중국
3098,깐도라지,2021-01-21,중국,중국
3099,신선깐도라지,2021-01-21,중국,중국
3100,깐도라지,2021-01-21,중국,중국
3101,커피원두,2021-01-21,브라질,브라질
3102,신선양파,2021-01-21,중국,중국
3103,하이비 아스파라거스 (5KG),2021-01-21,태국,태국
3104,포도,2021-01-21,페루,페루
3105,망고,2021-01-21,태국,태국
3106,망고,2021-01-21,태국,태국
3107,건고추,2021-01-21,중국,중국
3108,콜롬비아  커피원두,2021-01-21,콜롬비아,콜롬비아
3109,포도,2021-01-21,페루,페루
3110,야자,2021-01-21,베트남,베트남
3111,용과,2021-01-21,베트남,베트남
3112,자몽,2021-01-21,미국,미국
3113,바나나,2021-01-21,베트남,베트남
3114,커피원두,2021-01-21,과테말라,과테말라
3115,신선깐양파,2021-01-21,중국,중국
3116,당근,2021-01-21,중국,중국
3117,수세미오이,2021-01-21,중국,중국
3118,포도,2021-01-21,페루,페루
3119,"양상추(잎,신선)",2021-01-21,중국,중국
3120,바나나,2021-01-21,페루,페루
3121,포도,2021-01-21,페루,페루
3122,신선양상추,2021-01-21,중국,중국
3123,양상추,2021-01-21,대만,대만
3124,망고,2021-01-21,태국,태국
3125,당근,2021-01-21,중국,중국
3126,신선우엉,2021-01-21,중국,중국
3127,신선우엉,2021-01-21,중국,중국
3128,신선 표고버섯,2021-01-21,중국,중국
3129,신선당근,2021-01-21,중국,중국
3130,"양파/신선,냉장",2021-01-21,중국,중국
3131,산수유,2021-01-21,중국,중국
3132,"칡/갈근(뿌리,건조)",2021-01-21,중국,중국
3133,우슬,2021-01-21,중국,중국
3134,정향,2021-01-21,방글라데시,방글라데시
3135,포도,2021-01-21,페루,페루
3136,포도,2021-01-21,페루,페루
3137,"바나나(13KG,2020.12.30)",2021-01-21,베트남,베트남
3138,꽃사슴생강,2021-01-21,중국,중국
3139,고수씨,2021-01-21,미얀마,미얀마
3140,고추씨,2021-01-21,중국,중국
3141,신선당근,2021-01-21,중국,중국
3142,커피원두,2021-01-21,브라질,브라질
3143,건표고버섯,2021-01-21,중국,중국
3144,갈랑가 갈랑갈,2021-01-21,태국,태국
3145,레몬그라스,2021-01-21,태국,태국
3146,샬롯,2021-01-21,태국,태국
3147,방울다다기 양배추,2021-01-21,벨기에,벨기에
3148,파스닙,2021-01-21,벨기에,벨기에
3149,앤다이브(프리셰),2021-01-21,스페인,벨기에
3150,펜넬,2021-01-21,이탈리아,벨기에
3151,망고,2021-01-21,페루,페루
3152,망고,2021-01-21,페루,페루
3153,아티쵸크,2021-01-21,스페인,벨기에
3154,밀,2021-01-21,프랑스,프랑스
3155,앤다이브,2021-01-21,벨기에,벨기에
3156,신선깐도라지,2021-01-21,중국,중국
3157,신선도라지,2021-01-21,중국,중국
3158,깐도라지,2021-01-21,중국,중국
3159,깐도라지,2021-01-21,중국,중국
3160,참깨,2021-01-21,중국,중국
3161,양배추,2021-01-21,중국,중국
3162,참깨,2021-01-21,중국,중국
3163,참깨,2021-01-21,중국,중국
3164,건목이버섯(10KG),2021-01-21,중국,중국
3165,바나나,2021-01-21,콜롬비아,콜롬비아
3166,흰옥수수,2021-01-21,미국,미국
3167,깐도라지,2021-01-21,중국,중국
3168,신선생강,2021-01-21,중국,중국
3169,해바라기씨,2021-01-21,중국,중국
3170,포도,2021-01-21,페루,페루
3171,콜롬비아  커피원두,2021-01-21,콜롬비아,콜롬비아
3172,유기농바나나,2021-01-21,페루,페루
3173,실론계피,2021-01-21,스리랑카,스리랑카
3174,마른호박고지,2021-01-21,중국,중국
3175,바나나,2021-01-21,베트남,베트남
3176,우슬,2021-01-21,중국,중국
3177,수수,2021-01-21,미국,미국
3178,베트남커피원두,2021-01-21,베트남,베트남
3179,신선양파,2021-01-21,중국,중국
3180,베트남커피원두,2021-01-21,베트남,베트남
3181,바나나,2021-01-21,필리핀,필리핀
