,제품명(한글),수입일자,제조국,수출국
5670,신선우엉,2021-01-06,중국,중국
5671,리마콩,2021-01-06,미얀마,미얀마
5672,리마콩,2021-01-06,미얀마,미얀마
5673,건보리순,2021-01-06,중국,중국
5674,감자,2021-01-06,미국,미국
5675,옥수수,2021-01-06,브라질,브라질
5676,옥수수,2021-01-06,브라질,브라질
5677,신선인삼,2021-01-06,중국,중국
5678,신선당근,2021-01-06,중국,중국
5679,당근,2021-01-06,중국,중국
5680,"용과(WHITE, 5KG)",2021-01-06,베트남,베트남
5681,"용과(RED, 3KG)",2021-01-06,베트남,베트남
5682,블루베리,2021-01-06,칠레,칠레
5683,천궁,2021-01-06,중국,중국
5684,"바나나(13KG,2020.12.14)",2021-01-06,필리핀,필리핀
5685,"바나나(13KG,2020.12.21)",2021-01-06,필리핀,필리핀
5686,"바나나(13KG,2020.12.21)",2021-01-06,필리핀,필리핀
5687,"바나나(13KG,2020.12.14)",2021-01-06,필리핀,필리핀
5688,흰목이버섯,2021-01-06,중국,중국
5689,"파인애플(12KG,2020.12.23)",2021-01-06,필리핀,필리핀
5690,"파인애플(12KG,2020.12.23)",2021-01-06,필리핀,필리핀
5691,"바나나(13KG,2020.12.21)",2021-01-06,필리핀,필리핀
5692,"바나나(13KG,2020.12.14)",2021-01-06,필리핀,필리핀
5693,바나나,2021-01-06,베트남,베트남
5694,인도네시아 로부스타 커피,2021-01-06,인도네시아,인도네시아
5695,신선당근,2021-01-06,중국,중국
5696,"바나나(13KG,2020.12.21)",2021-01-06,필리핀,필리핀
5697,송로버섯,2021-01-06,이탈리아,이탈리아
5698,신선송로버섯,2021-01-06,스페인,스페인
5699,아스파라거스,2021-01-06,페루,페루
5700,펜넬,2021-01-06,이탈리아,벨기에
5701,홀스래디쉬,2021-01-06,오스트리아,벨기에
5702,리크,2021-01-06,벨기에,벨기에
5703,방울다다기 양배추,2021-01-06,벨기에,벨기에
5704,앤다이브(프리셰),2021-01-06,스페인,벨기에
5705,앤다이브(레드),2021-01-06,네덜란드,벨기에
5706,파스닙,2021-01-06,벨기에,벨기에
5707,파푸아뉴기니 커피 원두,2021-01-06,파푸아뉴기니,파푸아뉴기니
5708,커피생두,2021-01-06,브라질,브라질
5709,망고,2021-01-06,태국,태국
5710,"망고(열매,신선)",2021-01-06,태국,태국
5711,석류,2021-01-06,미국,미국
5712,신선양파,2021-01-06,중국,중국
5713,신선양파,2021-01-06,중국,중국
5714,신선당근,2021-01-06,중국,중국
5715,수수,2021-01-06,중국,중국
5716,양상추,2021-01-06,중국,중국
5717,깐우엉,2021-01-06,중국,중국
5718,깐도라지,2021-01-06,중국,중국
5719,우엉,2021-01-06,중국,중국
5720,표고버섯,2021-01-06,중국,중국
5721,건조인삼,2021-01-06,미국,미국
5722,고추씨,2021-01-06,중국,중국
5723,커피생두,2021-01-06,콜롬비아,콜롬비아
5724,계피,2021-01-06,베트남,베트남
5725,신선생강,2021-01-06,중국,중국
5726,망고,2021-01-06,태국,태국
5727,스완 필스너,2021-01-06,네덜란드,네덜란드
5728,커피생두,2021-01-06,에티오피아,에티오피아
5729,커피생두,2021-01-06,브라질,브라질
5730,커피생두,2021-01-06,콜롬비아,콜롬비아
5731,커피원두,2021-01-06,에티오피아,에티오피아
5732,커피생두,2021-01-06,브라질,브라질
5733,수세미오이 (사과락),2021-01-06,중국,중국
5734,차즈기,2021-01-06,중국,중국
