,제품명(한글),수입일자,제조국,수출국
4515,아몬드,2021-01-13,미국,미국
4516,캐슈넛,2021-01-13,베트남,베트남
4517,냉동 마늘,2021-01-13,중국,중국
4518,냉동당근,2021-01-13,중국,중국
4519,완두콩,2021-01-13,프랑스,프랑스
4520,타히티 바닐라빈 50g,2021-01-13,인도네시아,인도네시아
4521,플라니폴리아 바닐라빈 50g,2021-01-13,인도네시아,인도네시아
4522,냉동블루베리,2021-01-13,미국,미국
4523,냉동표고버섯,2021-01-13,중국,중국
4524,냉동고추,2021-01-13,중국,중국
4525,호두(11.34KG),2021-01-13,미국,미국
4526,호두,2021-01-13,미국,미국
4527,냉동알마늘,2021-01-13,중국,중국
4528,아몬드,2021-01-13,미국,미국
4529,호두,2021-01-13,미국,미국
4530,아몬드,2021-01-13,미국,미국
4531,냉동 호박(1KG),2021-01-13,베트남,베트남
4532,호두,2021-01-13,미국,미국
4533,냉동마늘,2021-01-13,중국,중국
4534,바닐라빈,2021-01-13,마다가스카르,마다가스카르
4535,동결건조파,2021-01-13,중국,중국
4536,커피 생두,2021-01-13,과테말라,과테말라
4537,냉동 양송이 슬라이스,2021-01-13,네덜란드,네덜란드
4538,냉동 컬리플라워,2021-01-13,중국,중국
4539,커피 생두,2021-01-13,브라질,브라질
4540,냉동딸기,2021-01-13,중국,중국
4541,냉동당근,2021-01-13,중국,중국
4542,냉동마늘,2021-01-13,중국,중국
4543,표고버섯,2021-01-13,베트남,베트남
4544,표고버섯 16KG,2021-01-13,베트남,베트남
4545,냉동홍고추,2021-01-13,중국,중국
4546,목이버섯,2021-01-13,중국,중국
4547,깐도라지,2021-01-13,중국,중국
4548,도라지,2021-01-13,중국,중국
4549,자몽,2021-01-13,미국,미국
4550,망고,2021-01-13,페루,페루
4551,망고,2021-01-13,태국,태국
4552,포도(7.3KG),2021-01-13,페루,페루
4553,망고,2021-01-13,페루,페루
4554,망고,2021-01-13,페루,페루
4555,포도,2021-01-13,페루,페루
4556,망고,2021-01-13,페루,페루
4557,석류,2021-01-13,미국,미국
4558,강낭콩,2021-01-13,캐나다,캐나다
4559,블루베리,2021-01-13,칠레,칠레
4560,레몬,2021-01-13,미국,미국
4561,브루셀스프라우트(방울다다기 양배추),2021-01-13,벨기에,벨기에
4562,석류,2021-01-13,미국,미국
4563,석류,2021-01-13,미국,미국
4564,석류,2021-01-13,미국,미국
4565,아보카도,2021-01-13,멕시코,멕시코
4566,아스파라거스 (7KG),2021-01-13,태국,태국
4567,커피원두,2021-01-13,에티오피아,에티오피아
4568,커피생두,2021-01-13,브라질,브라질
4569,커피생두,2021-01-13,인도네시아,인도네시아
4570,건양파,2021-01-13,중국,중국
4571,바나나,2021-01-13,필리핀,필리핀
4572,바나나,2021-01-13,페루,페루
4573,바나나,2021-01-13,필리핀,필리핀
4574,바나나,2021-01-13,필리핀,필리핀
4575,아스파라거스,2021-01-13,태국,태국
4576,옥수수,2021-01-13,미국,미국
4577,블루베리,2021-01-13,칠레,칠레
4578,커피원두(인도네시아 로부스타 G3),2021-01-13,인도네시아,인도네시아
4579,커피원두,2021-01-13,콜롬비아,콜롬비아
4580,들깨,2021-01-13,중국,중국
4581,냉동 홍고추,2021-01-13,중국,중국
4582,샬롯,2021-01-13,태국,태국
4583,바나나꽃,2021-01-13,태국,태국
4584,망고,2021-01-13,태국,태국
4585,포도,2021-01-13,페루,페루
4586,강낭콩,2021-01-13,우크라이나,우크라이나
4587,활북방산개구리,2021-01-13,중국,중국
4588,바나나,2021-01-13,필리핀,필리핀
4589,양배추,2021-01-13,중국,중국
4590,들깨,2021-01-13,중국,중국
4591,동부콩,2021-01-13,미얀마,미얀마
4592,참깨,2021-01-13,중국,중국
4593,냉동고추,2021-01-13,중국,중국
4594,건토란줄기,2021-01-13,미얀마,미얀마
4595,생알땅콩,2021-01-13,중국,중국
4596,들깨,2021-01-13,중국,중국
4597,건여주,2021-01-13,중국,중국
4598,아몬드,2021-01-13,미국,미국
4599,뮤니치몰트,2021-01-13,독일,독일
4600,필스너 몰트,2021-01-13,독일,독일
4601,냉동 부추,2021-01-13,중국,중국
4602,냉동부추,2021-01-13,중국,중국
4603,캐슈넛,2021-01-13,인도,인도
4604,아몬드,2021-01-13,미국,미국
4605,냉동대파,2021-01-13,중국,중국
4606,냉동대파,2021-01-13,중국,중국
4607,아몬드,2021-01-13,미국,미국
4608,아몬드,2021-01-13,미국,미국
4609,레몬,2021-01-13,미국,미국
4610,신선 브로콜리,2021-01-13,중국,중국
4611,깐도라지,2021-01-13,중국,중국
4612,브로콜리,2021-01-13,중국,중국
4613,신선대파,2021-01-13,중국,중국
4614,망고,2021-01-13,태국,태국
4615,망고,2021-01-13,태국,태국
4616,블루베리,2021-01-13,칠레,칠레
4617,아스파라거스 4KG,2021-01-13,페루,페루
4618,망고,2021-01-13,페루,페루
4619,망고,2021-01-13,페루,페루
4620,송로버섯,2021-01-13,이탈리아,이탈리아
4621,아스파라거스,2021-01-13,페루,페루
4622,"바나나(13KG,2020.12.16)",2021-01-13,베트남,베트남
4623,커피생두,2021-01-13,브라질,브라질
4624,커피생두,2021-01-13,콜롬비아,콜롬비아
4625,냉동부추,2021-01-13,중국,중국
4626,냉동부추,2021-01-13,중국,중국
4627,용과,2021-01-13,베트남,베트남
4628,망고,2021-01-13,태국,태국
4629,송로버섯,2021-01-13,이탈리아,이탈리아
4630,네이비빈,2021-01-13,캐나다,캐나다
4631,검정강낭콩,2021-01-13,캐나다,캐나다
4632,아몬드,2021-01-13,미국,미국
4633,강낭콩,2021-01-13,미국,미국
4634,신선양배추,2021-01-13,중국,중국
4635,바나나,2021-01-13,콜롬비아,콜롬비아
4636,망고,2021-01-13,페루,페루
4637,망고,2021-01-13,페루,페루
4638,아몬드,2021-01-13,미국,미국
4639,아몬드,2021-01-13,미국,미국
4640,아몬드,2021-01-13,미국,미국
4641,냉동홍고추,2021-01-13,중국,중국
4642,냉동고추,2021-01-13,중국,중국
4643,아몬드,2021-01-13,미국,미국
4644,신선 고추냉이(와사비),2021-01-13,일본,일본
4645,브로콜리,2021-01-13,중국,중국
4646,지황,2021-01-13,중국,중국
4647,포도,2021-01-13,칠레,칠레
4648,용과,2021-01-13,베트남,베트남
4649,신선대파,2021-01-13,중국,중국
4650,커피원두,2021-01-13,베트남,베트남
4651,깐호두,2021-01-13,미국,미국
4652,콩나물,2021-01-13,중국,중국
4653,숙주나물,2021-01-13,중국,중국
4654,호두,2021-01-13,미국,미국
4655,호두,2021-01-13,미국,미국
4656,세이지,2021-01-13,이스라엘,이스라엘
