,제품명(한글),수입일자,제조국,수출국
1436,신선깐도라지,2021-01-29,중국,중국
1437,커피생두,2021-01-29,과테말라,과테말라
1438,무말랭이,2021-01-29,중국,중국
1439,바나나,2021-01-29,콜롬비아,콜롬비아
1440,포도,2021-01-29,페루,페루
1441,건조우엉,2021-01-29,중국,중국
1442,포도,2021-01-29,페루,페루
1443,포도,2021-01-29,페루,페루
1444,망고,2021-01-29,태국,태국
1445,망고,2021-01-29,태국,태국
1446,신선우엉,2021-01-29,중국,중국
1447,깐우엉,2021-01-29,중국,중국
1448,건라임잎,2021-01-29,태국,태국
1449,신선양파,2021-01-29,중국,중국
1450,신선 양파,2021-01-29,중국,중국
1451,신선당근,2021-01-29,중국,중국
1452,양파,2021-01-29,중국,중국
1453,양파 (15KG),2021-01-29,중국,중국
1454,신선우엉,2021-01-29,중국,중국
1455,호박씨,2021-01-29,중국,중국
1456,신선우엉,2021-01-29,중국,중국
1457,신선마늘쫑,2021-01-29,중국,중국
1458,신선양파,2021-01-29,중국,중국
1459,마늘쫑(8KG),2021-01-29,중국,중국
1460,깐도라지,2021-01-29,중국,중국
1461,깐우엉,2021-01-29,중국,중국
1462,깐도라지,2021-01-29,중국,중국
1463,깐도라지,2021-01-29,중국,중국
1464,마늘쫑,2021-01-29,중국,중국
1465,깐도라지,2021-01-29,중국,중국
1466,캐슈넛,2021-01-29,베트남,베트남
1467,신선우엉,2021-01-29,중국,중국
1468,레몬그래스,2021-01-29,베트남,베트남
1469,고추씨,2021-01-29,중국,중국
1470,신선양상추,2021-01-29,중국,중국
1471,신선양파,2021-01-29,중국,중국
1472,신선깐도라지,2021-01-29,중국,중국
1473,신선우엉,2021-01-29,중국,중국
1474,창출,2021-01-29,중국,중국
1475,천궁,2021-01-29,중국,중국
1476,백출,2021-01-29,중국,중국
1477,커피원두(69KG),2021-01-29,과테말라,과테말라
1478,포도,2021-01-29,칠레,칠레
1479,산양삼,2021-01-29,중국,중국
1480,건가지,2021-01-29,우즈베키스탄,우즈베키스탄
1481,냉동 단호박,2021-01-29,중국,중국
1482,냉동당근,2021-01-29,중국,중국
1483,마카다미아,2021-01-29,베트남,베트남
1484,바나나,2021-01-29,에콰도르,에콰도르
1485,아보카도,2021-01-29,멕시코,멕시코
1486,아보카도,2021-01-29,멕시코,멕시코
1487,망고,2021-01-29,호주,호주
1488,타마린드,2021-01-29,태국,태국
1489,레몬그래스,2021-01-29,태국,태국
1490,샬롯,2021-01-29,태국,태국
1491,망고,2021-01-29,베트남,베트남
1492,수삼,2021-01-29,중국,중국
1493,망고,2021-01-29,페루,페루
1494,"파스닙(뿌리,신선)",2021-01-29,벨기에,벨기에
1495,망고,2021-01-29,페루,페루
1496,방울다다기 양배추,2021-01-29,벨기에,벨기에
1497,셀러리악,2021-01-29,벨기에,벨기에
1498,앤다이브,2021-01-29,벨기에,벨기에
1499,신선브로콜리,2021-01-29,중국,중국
1500,깐도라지,2021-01-29,중국,중국
1501,신선우엉,2021-01-29,중국,중국
1502,신선 우엉,2021-01-29,중국,중국
1503,망고,2021-01-29,태국,태국
1504,망고,2021-01-29,태국,태국
1505,신선양파,2021-01-29,중국,중국
1506,양상추,2021-01-29,대만,대만
1507,신선양상추,2021-01-29,중국,중국
1508,신선표고버섯,2021-01-29,중국,중국
1509,체리,2021-01-29,칠레,칠레
1510,커피원두,2021-01-29,콜롬비아,콜롬비아
1511,신선양파,2021-01-29,중국,중국
1512,양상추,2021-01-29,대만,대만
1513,콩나물콩,2021-01-29,중국,중국
1514,유기농바나나,2021-01-29,페루,페루
1515,유기농바나나,2021-01-29,페루,페루
1516,바나나,2021-01-29,과테말라,과테말라
1517,바나나,2021-01-29,코스타리카,코스타리카
1518,자몽,2021-01-29,이스라엘,이스라엘
1519,아보카도,2021-01-29,멕시코,멕시코
1520,포도,2021-01-29,페루,페루
1521,포도,2021-01-29,칠레,칠레
1522,레몬,2021-01-29,미국,미국
1523,커피생두,2021-01-29,콜롬비아,콜롬비아
1524,커피생두,2021-01-29,콜롬비아,콜롬비아
1525,커피생두,2021-01-29,콜롬비아,콜롬비아
1526,신선양파,2021-01-29,중국,중국
1527,신선양파,2021-01-29,중국,중국
1528,신선양파,2021-01-29,중국,중국
