,제품명(한글),수입일자,제조국,수출국
2481,바나나,2021-01-25,필리핀,필리핀
2482,강황,2021-01-25,인도,인도
2483,브라질 커피 생두,2021-01-25,브라질,브라질
2484,바나나,2021-01-25,필리핀,필리핀
2485,커피 생두,2021-01-25,브라질,브라질
2486,커피 생두,2021-01-25,브라질,브라질
2487,신선당근,2021-01-25,중국,중국
2488,냉동홍고추,2021-01-25,베트남,베트남
2489,냉동 당근,2021-01-25,중국,중국
2490,냉동 양배추,2021-01-25,중국,중국
2491,냉동 대파 10KG,2021-01-25,중국,중국
2492,파인애플,2021-01-25,필리핀,필리핀
2493,망고,2021-01-25,필리핀,필리핀
2494,망고,2021-01-25,태국,태국
2495,망고,2021-01-25,태국,태국
2496,신선 브로콜리,2021-01-25,중국,중국
2497,망고,2021-01-25,태국,태국
2498,냉동부추,2021-01-25,중국,중국
2499,냉동대파,2021-01-25,중국,중국
2500,"바나나(13KG,2021.01.16)",2021-01-25,필리핀,필리핀
2501,파인애플(13.3KG),2021-01-25,필리핀,필리핀
2502,골드파인애플 (12KG),2021-01-25,필리핀,필리핀
2503,냉동부추,2021-01-25,중국,중국
2504,망고,2021-01-25,필리핀,필리핀
2505,신선양파,2021-01-25,중국,중국
2506,건대파,2021-01-25,중국,중국
2507,당근,2021-01-25,중국,중국
2508,건취나물,2021-01-25,중국,중국
2509,아보카도,2021-01-25,멕시코,멕시코
2510,체리,2021-01-25,칠레,칠레
2511,체리,2021-01-25,칠레,칠레
2512,체리,2021-01-25,칠레,칠레
2513,"레몬그라스(줄기,신선)",2021-01-25,태국,태국
2514,갈랑갈,2021-01-25,태국,태국
2515,샬롯,2021-01-25,태국,태국
2516,곶감,2021-01-25,중국,중국
2517,망고,2021-01-25,태국,태국
2518,콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
2519,건피마자잎,2021-01-25,중국,중국
2520,무말랭이,2021-01-25,중국,중국
2521,건다래순,2021-01-25,중국,중국
2522,건조 무,2021-01-25,중국,중국
2523,건능이버섯,2021-01-25,중국,중국
2524,신선우엉,2021-01-25,중국,중국
2525,양파,2021-01-25,중국,중국
2526,깐양파,2021-01-25,중국,중국
2527,신선당근,2021-01-25,중국,중국
2528,아보카도,2021-01-25,멕시코,멕시코
2529,아보카도,2021-01-25,멕시코,멕시코
2530,아보카도,2021-01-25,멕시코,멕시코
2531,망고,2021-01-25,페루,페루
2532,아보카도,2021-01-25,멕시코,멕시코
2533,바나나 꽃,2021-01-25,태국,태국
