,제품명(한글),수입일자,제조국,수출국
1028,결명자,2021-02-01,중국,중국
1029,오렌지,2021-02-01,미국,미국
1030,레몬,2021-02-01,미국,미국
1031,레몬,2021-02-01,미국,미국
1032,망고,2021-02-01,태국,태국
1033,망고,2021-02-01,태국,태국
1034,망고,2021-02-01,태국,태국
1035,오렌지,2021-02-01,미국,미국
1036,신선당근,2021-02-01,중국,중국
1037,신선양파,2021-02-01,중국,중국
1038,콜롬비아 커피 생두,2021-02-01,콜롬비아,콜롬비아
1039,오렌지,2021-02-01,미국,미국
1040,대두,2021-02-01,미국,미국
1041,대두,2021-02-01,미국,미국
1042,신선당근,2021-02-01,중국,중국
1043,오렌지,2021-02-01,미국,미국
1044,오렌지,2021-02-01,미국,미국
1045,오렌지,2021-02-01,미국,미국
1046,오렌지,2021-02-01,미국,미국
1047,석류,2021-02-01,미국,미국
1048,오렌지,2021-02-01,미국,미국
1049,오렌지,2021-02-01,미국,미국
1050,오렌지,2021-02-01,미국,미국
1051,베트남 로부스타 커피,2021-02-01,베트남,베트남
1052,포도,2021-02-01,페루,페루
1053,망고,2021-02-01,태국,태국
1054,곶감,2021-02-01,중국,중국
1055,녹용(건조),2021-02-01,러시아,러시아
1056,오렌지,2021-02-01,미국,미국
1057,신선생강,2021-02-01,중국,중국
1058,깐우엉,2021-02-01,중국,중국
1059,깐도라지,2021-02-01,중국,중국
1060,캐슈,2021-02-01,베트남,베트남
1061,포도,2021-02-01,페루,페루
1062,야자열매,2021-02-01,베트남,베트남
1063,포도,2021-02-01,페루,페루
1064,오렌지,2021-02-01,미국,미국
1065,레몬,2021-02-01,미국,미국
1066,수수,2021-02-01,미국,미국
1067,레몬,2021-02-01,미국,미국
1068,망고 6kg,2021-02-01,필리핀,필리핀
1069,망고 *6KG,2021-02-01,필리핀,필리핀
1070,냉동단호박,2021-02-01,중국,중국
1071,망고,2021-02-01,필리핀,필리핀
1072,오렌지,2021-02-01,미국,미국
1073,표고버섯,2021-02-01,중국,중국
1074,깐더덕,2021-02-01,중국,중국
1075,신선더덕,2021-02-01,중국,중국
1076,신선 표고버섯,2021-02-01,중국,중국
1077,자몽,2021-02-01,미국,미국
1078,자몽,2021-02-01,미국,미국
1079,망고,2021-02-01,페루,페루
1080,바나나,2021-02-01,베트남,베트남
1081,망고,2021-02-01,페루,페루
1082,신선양파,2021-02-01,중국,중국
1083,망고,2021-02-01,베트남,베트남
1084,블루베리(125G),2021-02-01,칠레,칠레
1085,헤즐너트,2021-02-01,터키,터키
1086,냉동당근,2021-02-01,중국,중국
1087,파쇄옥수수,2021-02-01,인도,인도
1088,메드줄 대추야자(227g),2021-02-01,미국,미국
1089,블루베리,2021-02-01,칠레,칠레
1090,망고,2021-02-01,태국,태국
1091,망고,2021-02-01,태국,태국
1092,망고,2021-02-01,태국,태국
1093,망고,2021-02-01,태국,태국
1094,망고,2021-02-01,태국,태국
1095,포도,2021-02-01,칠레,칠레
1096,"망고(열매,신선)",2021-02-01,태국,태국
